1620
(-0.0237398,-0.128903)
(-0.0201238,0.0413918)
(0.0541792,0.0608686)
(0.0150718,-0.1492)
(-0.00791125,-0.0260889)
(-0.0324612,0.0454967)
(0.0425828,0.0623341)
(-0.0171282,-0.0125558)
(0.00113225,0.0208236)
(-0.00355015,0.0352906)
(-0.0510894,0.0350294)
(-0.000893657,0.0157044)
(0.0212694,-0.0388418)
(-0.0188227,0.00112175)
(-0.00585321,0.0524119)
(-0.0318207,0.027459)
(-0.0224037,-0.0845522)
(0.0118706,0.032675)
(0.0167047,0.020642)
(-0.013865,0.00678662)
(-0.0220826,-0.0174227)
(0.00571109,0.0206046)
(-0.0620663,0.0133817)
(-0.0274975,-0.0527203)
(0.00586993,0.0359758)
(0.029395,0.0131421)
(-0.0295472,0.00888838)
(0.0763172,-0.0711389)
(-0.0283319,-0.00873176)
(0.0603641,-0.0148246)
(0.0390462,0.0738415)
(0.0421498,-0.0177892)
(0.00377398,0.0467996)
(-0.0965911,0.0374515)
(0.0585513,0.028375)
(0.0127459,0.0646878)
(0.0661605,-0.0121257)
(-0.0100949,0.0324808)
(-0.0433112,0.00336348)
(0.0395975,0.00391071)
(0.0371111,-0.0800236)
(0.0780111,0.0133015)
(0.0596996,0.023752)
(0.128643,0.00309939)
(-0.034982,0.0655689)
(0.130479,-0.018888)
(0.0954826,-0.0251561)
(-0.0204357,-0.00367548)
(0.0530797,-0.0581907)
(-0.0140951,-0.0257574)
(0.0428727,0.00512946)
(0.0932976,-0.0250924)
(0.0135139,0.01482)
(0.0198413,-0.00289815)
(-0.00567058,0.0274377)
(-0.0226525,0.0269342)
(0.0486409,0.02844)
(0.0478054,0.066866)
(-0.0147876,-0.0481846)
(0.0522173,-0.0336274)
(-0.0380369,-0.0189819)
(0.170428,-0.0684367)
(-0.0150811,0.00147743)
(0.393206,-0.0840679)
(-0.0229535,-0.0041271)
(-0.0132009,0.0351103)
(-0.00288427,-0.00561196)
(0.0248992,0.0152759)
(0.0153303,0.140968)
(-0.0404088,-0.0677818)
(0.0104176,0.0533619)
(0.00792361,0.0481623)
(-0.0275399,0.0713727)
(-0.0435503,0.0290748)
(0.00388494,-0.0151733)
(-0.0886147,0.0653452)
(0.0124418,-0.0382061)
(0.00699336,-0.0511774)
(-0.0197132,0.00889744)
(0.0785664,-0.0398562)
(-0.0152181,-0.0667538)
(0.00500634,0.00964602)
(0.0251557,-0.0670212)
(0.0269962,-0.0187593)
(0.039155,0.0227985)
(0.0216863,0.0247075)
(-0.0345639,-0.0420103)
(-0.0378652,0.0146082)
(0.081053,0.0229705)
(0.0324857,-0.0143973)
(-0.11167,-0.0179241)
(-0.020345,0.023048)
(0.457237,-0.0680992)
(0.0123861,0.104642)
(-0.0200052,0.0658742)
(0.573172,-0.0126371)
(-0.0578837,0.0600983)
(0.442058,-0.141671)
(-0.00994392,-0.098243)
(-0.0460541,-0.0873574)
(0.0588424,0.0114781)
(-0.0740149,-0.0137233)
(0.0455715,-0.0793367)
(-0.00417399,-0.0390726)
(-0.0231403,-0.115229)
(0.442943,-0.0951733)
(0.0277658,0.0689321)
(-0.0718783,-0.0102799)
(0.0116117,0.0198906)
(0.0402047,0.0634144)
(0.00521357,0.0299364)
(0.705608,-0.138145)
(0.366527,-0.0390379)
(-0.00912421,-0.0134405)
(0.478259,-0.0474421)
(0.0173771,0.105064)
(0.000560977,0.079413)
(0.637282,-0.0905899)
(0.0049978,0.0175003)
(0.480075,-0.0662503)
(0.433852,-0.0649532)
(0.0227795,0.0444469)
(0.388902,-0.0715385)
(0.280821,-0.117091)
(0.279952,-0.0781314)
(0.00456912,-0.0263276)
(0.0496879,-0.0272894)
(0.00122087,0.0438946)
(0.354865,-0.129219)
(0.0817156,0.0556433)
(0.115498,0.0839079)
(0.0117221,-0.00891818)
(-0.00421178,-0.0488229)
(0.00104259,0.0235791)
(0.000593661,0.017138)
(0.0198186,0.0239034)
(-0.0527402,0.00729442)
(0.00392765,0.030185)
(0.383901,-0.0904853)
(0.0253455,-0.0120802)
(0.0127697,0.0476993)
(-0.0155291,0.0560168)
(0.0194002,-0.0167603)
(0.0471049,-0.0682969)
(0.090123,-0.0857611)
(0.0258075,-0.0961209)
(0.0124709,-0.000571874)
(0.427348,-0.085285)
(0.48355,-0.106955)
(-0.0590322,0.00251629)
(0.482172,-0.147296)
(0.196887,-0.0664231)
(0.543297,-0.0328378)
(0.46935,-0.110676)
(0.473196,-0.0776353)
(-0.0404367,0.0194128)
(0.0751196,0.046742)
(0.416492,-0.154657)
(0.372965,-0.0143592)
(-0.0172858,0.00664735)
(-0.0303356,0.0362666)
(0.0017098,0.0340531)
(0.0122046,0.0391316)
(-0.0382892,-0.0175938)
(-0.0104594,0.0274925)
(-0.0463742,-0.0335339)
(0.0167101,-0.0435507)
(-0.0110534,-0.0510267)
(0.0384634,0.0295323)
(-0.0187236,0.0849312)
(0.0412177,-0.014821)
(0.0559565,0.00105574)
(0.419917,-0.169447)
(0.384173,-0.122299)
(0.569273,-0.124377)
(0.499004,-0.0727779)
(0.065491,-0.0924791)
(0.149682,-0.0218196)
(-0.0889487,-0.0648327)
(-0.11579,0.0578838)
(-0.0553641,-0.0577436)
(0.0382375,0.0516812)
(0.0130222,0.0143745)
(0.0133799,0.0406187)
(0.0149449,0.027657)
(0.0013847,0.0370342)
(0.0388826,0.0187797)
(0.0624522,-0.0998145)
(0.00362418,-0.0255351)
(0.412625,-0.15094)
(0.479568,-0.0766771)
(0.37481,-0.0876335)
(0.581149,-0.118529)
(-0.0445521,-0.0469405)
(-0.0442297,-0.0397938)
(0.0494179,0.0544644)
(0.0472159,0.035458)
(-0.036196,0.0468779)
(-0.0514383,-0.057552)
(-0.00774756,0.0105711)
(0.0244984,-0.12062)
(0.0821591,-0.094188)
(-0.0443106,-0.0456104)
(-0.064132,-0.0197234)
(-0.0128105,-0.0151414)
(-0.0506842,0.0266019)
(0.468086,-0.0946118)
(0.481696,-0.0311485)
(-0.093255,0.0201706)
(0.381575,-0.0980888)
(-0.0369795,-0.0114763)
(0.413834,-0.086414)
(0.40911,-0.0897763)
(-0.0853355,0.0175147)
(-0.0636743,0.0374808)
(0.091561,0.077044)
(0.0832553,0.00628211)
(0.452118,-0.114113)
(0.57088,-0.141479)
(-0.0178862,-0.0456044)
(-0.00171014,-0.0117204)
(-0.0376985,0.0110752)
(0.0449343,0.0733697)
(0.707568,-0.172151)
(-0.0529485,-0.0538115)
(-0.0751749,-0.0746876)
(0.415621,-0.160596)
(-0.0357021,0.0627108)
(-0.0152265,0.034097)
(-0.0738494,-0.0351285)
(-0.0186177,0.0124683)
(0.48553,-0.129525)
(0.469959,-0.179396)
(0.54505,-0.0515777)
(0.486891,-0.057132)
(-0.0477381,0.0309781)
(-0.0179101,-0.0457556)
(-0.00985757,-0.0236309)
