10000	2
0	0
0.0413566	-1.31599
0.165264	-2.62679
0.371232	-3.92722
0.658448	-5.21215
1.02578	-6.47652
1.47178	-7.71532
1.99468	-8.92367
2.59242	-10.0968
3.26264	-11.2301
4.00271	-12.3191
4.80969	-13.3594
5.6804	-14.347
6.6114	-15.278
7.59903	-16.1488
8.63938	-16.9557
9.72835	-17.6958
10.8616	-18.366
12.0348	-18.9638
13.2431	-19.4867
14.4819	-19.9327
15.7463	-20.3
17.0312	-20.5872
18.3317	-20.7932
19.6425	-20.9171
20.9584	-20.9584
22.2744	-20.9171
23.5852	-20.7932
24.8857	-20.5872
26.1706	-20.3
27.435	-19.9327
28.6738	-19.4867
29.8821	-18.9638
31.0553	-18.366
32.1885	-17.6958
33.2775	-16.9557
34.3179	-16.1488
35.3055	-15.278
36.2365	-14.347
37.1072	-13.3594
37.9142	-12.3191
38.6542	-11.2301
39.3245	-10.0968
39.9222	-8.92367
40.4451	-7.71532
40.8911	-6.47652
41.2584	-5.21215
41.5457	-3.92722
41.7516	-2.62679
41.8755	-1.31599
41.9169	0
41.8755	1.31599
41.7516	2.62679
41.5457	3.92722
41.2584	5.21215
40.8911	6.47652
40.4451	7.71532
39.9222	8.92367
39.3245	10.0968
38.6542	11.2301
37.9142	12.3191
37.1072	13.3594
36.2365	14.347
35.3055	15.278
34.3179	16.1488
33.2775	16.9557
32.1885	17.6958
31.0553	18.366
29.8821	18.9638
28.6738	19.4867
27.435	19.9327
26.1706	20.3
24.8857	20.5872
23.5852	20.7932
22.2744	20.9171
20.9584	20.9584
19.6425	20.9171
18.3317	20.7932
17.0312	20.5872
15.7463	20.3
14.4819	19.9327
13.2431	19.4867
12.0348	18.9638
10.8616	18.366
9.72835	17.6958
8.63938	16.9557
7.59903	16.1488
6.6114	15.278
5.6804	14.347
4.80969	13.3594
4.00271	12.3191
3.26264	11.2301
2.59242	10.0968
1.99468	8.92367
1.47178	7.71532
1.02578	6.47652
0.658448	5.21215
0.371232	3.92722
0.165264	2.62679
0.0413566	1.31599
-0.0413573	1.316
-7.00281e-07	1.11306e-05
0.123906	-1.31079
0.329874	-2.61122
0.617091	-3.89615
0.984422	-5.16051
1.43042	-6.39932
1.95332	-7.60767
2.55106	-8.78081
3.22129	-9.9141
3.96135	-11.0031
4.76833	-12.0434
5.63904	-13.031
6.57004	-13.962
7.55767	-14.8328
8.59802	-15.6397
9.68699	-16.3798
10.8203	-17.05
11.9934	-17.6478
13.2018	-18.1707
14.4406	-18.6167
15.7049	-18.984
16.9899	-19.2712
18.2903	-19.4772
19.6011	-19.6011
20.9171	-19.6424
22.2331	-19.6011
23.5439	-19.4772
24.8443	-19.2712
26.1292	-18.984
27.3936	-18.6167
28.6324	-18.1707
29.8408	-17.6478
31.0139	-17.05
32.1472	-16.3798
33.2362	-15.6397
34.2765	-14.8328
35.2641	-13.962
36.1951	-13.031
37.0658	-12.0434
37.8728	-11.0031
38.6129	-9.9141
39.2831	-8.78081
39.8809	-7.60767
40.4038	-6.39932
40.8498	-5.16051
41.2171	-3.89615
41.5043	-2.61122
41.7103	-1.31079
41.8342	1.11306e-05
41.8755	1.316
41.8342	2.63199
41.7103	3.94279
41.5043	5.24322
41.2171	6.52816
40.8498	7.79252
40.4038	9.03132
39.8809	10.2397
39.2831	11.4128
38.6129	12.5461
