92	4
28	25	46	2000
40	28	46	2000
27	23	55	2000
24	29	56	2000
23	27	32	2000
24	26	30	2000
22	29	31	2000
25	28	33	2000
27	22	37	2000
29	24	35	2000
28	23	36	2000
22	27	38	2000
26	24	41	2000
29	22	39	2000
23	28	40	2000
11	12	31	2000
15	16	32	2000
7	8	30	2000
19	20	33	2000
2	9	35	2000
3	13	37	2000
4	17	36	2000
1	5	34	2000
38	27	55	2000
29	39	56	2000
22	38	39	2000
38	21	39	2000
31	12	43	2000
32	16	44	2000
30	8	42	2000
33	20	45	2000
4	36	44	2000
3	37	43	2000
1	34	45	2000
2	35	42	2000
8	2	42	2000
12	3	43	2000
16	4	44	2000
20	1	45	2000
22	31	43	2000
23	32	44	2000
24	30	42	2000
25	33	45	2000
37	22	43	2000
36	23	44	2000
35	24	42	2000
34	25	45	2000
41	21	46	2000
25	34	57	2000
34	26	57	2000
40	21	55	2000
21	38	55	2000
39	21	56	2000
21	41	56	2000
5	6	50	2000
9	10	48	2000
13	14	47	2000
17	18	49	2000
18	19	53	2000
14	15	52	2000
10	11	54	2000
6	7	51	2000
21	40	46	2000
35	9	48	2000
34	5	50	2000
37	13	47	2000
36	17	49	2000
30	26	51	2000
32	27	52	2000
33	28	53	2000
31	29	54	2000
26	34	50	2000
27	37	47	2000
28	36	49	2000
29	35	48	2000
7	30	51	2000
11	31	54	2000
15	32	52	2000
19	33	53	2000
23	40	55	2000
41	24	56	2000
26	41	57	2000
41	46	57	2000
26	50	51	2000
28	49	53	2000
27	47	52	2000
29	48	54	2000
46	25	57	2000
47	14	52	2000
49	18	53	2000
50	6	51	2000
48	10	54	2000
