92	92
(4.78637e-06,-3.56826e-06)	(2.43799e-06,-2.76829e-06)	(-5.19252e-07,-2.24224e-06)	(-1.1158e-06,-1.72491e-06)	(-1.20107e-06,-2.45373e-06)	(-1.17834e-06,-2.31667e-06)	(-1.88775e-06,-1.2317e-06)	(2.70284e-06,-3.21915e-06)	(-1.79436e-06,-1.55576e-06)	(-1.82268e-06,-1.59474e-06)	(4.67288e-07,-3.2606e-06)	(-1.23065e-06,-1.90705e-06)	(-5.84486e-07,-2.78647e-06)	(-1.33123e-06,-1.56607e-06)	(1.1103e-06,-3.13999e-06)	(-1.73238e-06,1.44701e-07)	(-1.5208e-06,-9.83938e-07)	(-1.64856e-06,-9.09482e-07)	(-2.72437e-08,-2.66309e-06)	(-1.65152e-06,-1.80793e-07)	(-1.78243e-06,-8.94733e-08)	(-1.03638e-06,-2.10632e-06)	(-8.02513e-07,-2.48907e-06)	(-5.3062e-07,-1.66566e-06)	(-7.58802e-07,-1.26845e-06)	(-8.20618e-07,-1.39645e-06)	(-3.31781e-07,-1.5839e-06)	(-1.49574e-06,-1.15411e-07)	(-1.09007e-06,-1.18874e-06)	(-1.36275e-06,-7.94156e-07)	(2.57765e-07,-2.28733e-06)	(-8.52033e-07,-1.73334e-06)	(-1.50533e-06,-2.18202e-07)	(-1.16981e-07,-2.29725e-06)	(-1.3625e-06,-4.61232e-07)	(-1.4206e-06,-3.77041e-07)	(-1.40129e-06,1.10832e-07)	(-1.16962e-06,-1.2318e-06)	(-2.961e-07,-2.08447e-06)	(-1.35943e-06,-5.76552e-07)	(-7.45253e-07,-1.59945e-06)	(-1.15648e-06,-1.17636e-06)	(9.95931e-07,-2.16104e-06)	(-1.34527e-06,-6.48549e-07)	(-4.26373e-07,-1.93432e-06)	(-1.22942e-06,-9.28433e-07)	(6.84009e-07,-2.30625e-06)	(7.5232e-07,-2.50566e-06)	(8.64203e-07,-2.33791e-06)	(1.6531e-07,-2.10694e-06)	(4.04547e-07,-1.98191e-06)	(-9.60438e-08,-1.67342e-06)	(-3.18087e-07,-1.52521e-06)	(-5.42653e-08,-1.96725e-06)	(-9.07343e-07,-1.26178e-06)	(-1.21964e-06,6.22053e-08)	(-1.26901e-06,-1.79738e-07)	(-4.69616e-07,-1.68482e-06)	(-2.01106e-07,-1.79111e-06)	(-1.11063e-06,-3.5281e-07)	(-1.15372e-06,1.4253e-07)	(-1.01168e-06,-8.31612e-07)	(1.05386e-06,-2.24509e-06)	(-1.28124e-06,-2.0884e-07)	(-6.0124e-07,-1.72734e-06)	(-1.26324e-06,-3.1533e-07)	(-3.62593e-07,-1.75339e-06)	(-7.86949e-07,-1.35694e-06)	(-1.26964e-06,-1.28735e-06)	(9.89847e-07,-2.30587e-06)	(-1.38762e-06,-5.30736e-07)	(-2.98765e-07,-1.70969e-06)	(-1.30972e-06,-8.78364e-07)	(3.02924e-07,-2.12304e-06)	(-1.43603e-06,-6.81099e-07)	(-9.8491e-07,-8.83357e-07)	(-1.17273e-06,-4.69027e-08)	(-1.07729e-06,-6.70996e-07)	(2.12919e-07,-1.94471e-06)	(2.19901e-07,-1.91095e-06)	(-4.93888e-07,-1.72917e-06)	(1.70859e-07,-1.96425e-06)	(8.1919e-07,-2.1467e-06)	(-5.41986e-07,-1.22527e-06)	(4.34682e-07,-1.84268e-06)	(-1.19957e-06,-8.66617e-07)	(-1.21636e-06,-4.20526e-07)	(1.54466e-06,-2.11302e-06)	(-9.49906e-07,-3.29859e-07)	(-8.09043e-08,-1.38722e-06)	(-7.02916e-07,-9.24151e-07)	(-9.21122e-07,-2.50063e-08)
(3.08287e-06,-3.50055e-06)	(3.99892e-06,-2.82184e-06)	(1.78498e-07,-2.61032e-06)	(-1.02992e-06,-1.82312e-06)	(-4.97057e-07,-3.00038e-06)	(-1.35144e-06,-2.12716e-06)	(-1.7277e-06,-1.60322e-06)	(1.43403e-06,-3.08263e-06)	(-1.44443e-06,-2.10955e-06)	(-1.77305e-06,-1.69148e-06)	(1.34629e-06,-3.49788e-06)	(-7.84634e-07,-2.34125e-06)	(-7.61744e-07,-2.6627e-06)	(-1.11059e-06,-1.85418e-06)	(2.49923e-06,-3.334e-06)	(-1.79337e-06,-1.75123e-07)	(-1.29573e-06,-1.45305e-06)	(-1.69728e-06,-6.81369e-07)	(-5.76929e-07,-2.34848e-06)	(-1.65334e-06,-2.01192e-07)	(-1.79616e-06,-5.74131e-07)	(-7.46745e-07,-2.35981e-06)	(-1.32828e-06,-1.97436e-06)	(-6.89441e-08,-1.95129e-06)	(-6.31142e-07,-1.39991e-06)	(-5.55449e-07,-1.64654e-06)	(-2.88947e-08,-1.75324e-06)	(-1.50524e-06,-4.326e-07)	(-8.12043e-07,-1.54549e-06)	(-1.39563e-06,-6.6485e-07)	(-3.32858e-07,-2.00404e-06)	(-5.17259e-07,-2.01326e-06)	(-1.48593e-06,-6.05487e-07)	(-6.89984e-07,-1.92747e-06)	(-1.36481e-06,-4.37514e-07)	(-1.42212e-06,-2.94101e-07)	(-1.45496e-06,-2.15275e-07)	(-9.24027e-07,-1.56617e-06)	(-7.86044e-07,-1.71902e-06)	(-1.27573e-06,-8.84524e-07)	(-3.17941e-07,-1.9261e-06)	(-1.20328e-06,-1.08976e-06)	(2.51089e-07,-1.97197e-06)	(-1.2275e-06,-1.00161e-06)	(6.16012e-08,-2.19888e-06)	(-1.23569e-06,-9.13067e-07)	(-2.52858e-08,-2.05905e-06)	(8.89596e-07,-2.53783e-06)	(1.85787e-07,-2.13988e-06)	(-2.64947e-07,-1.89875e-06)	(1.08013e-06,-2.13115e-06)	(3.43121e-07,-1.85176e-06)	(-1.25874e-07,-1.63839e-06)	(7.54289e-08,-2.02624e-06)	(-1.10317e-06,-9.4263e-07)	(-1.23891e-06,-2.90231e-08)	(-1.2451e-06,-5.55011e-07)	(-4.22032e-07,-1.7188e-06)	(-3.74121e-07,-1.68497e-06)	(-1.03573e-06,-6.93188e-07)	(-1.19217e-06,-8.72894e-09)	(-1.09512e-06,-6.00495e-07)	(1.7039e-06,-2.32367e-06)	(-1.28277e-06,-2.74126e-07)	(-9.35307e-07,-1.39426e-06)	(-1.20592e-06,-6.83276e-07)	(-1.88737e-07,-1.8578e-06)	(-9.37882e-07,-1.16683e-06)	(-9.3063e-07,-1.73914e-06)	(6.29519e-07,-2.227e-06)	(-1.34352e-06,-7.44094e-07)	(-6.18842e-07,-1.47035e-06)	(-1.10226e-06,-1.29262e-06)	(5.5483e-07,-2.20129e-06)	(-1.40786e-06,-7.95163e-07)	(-1.0637e-06,-6.97034e-07)	(-1.18898e-06,-2.33495e-07)	(-9.15514e-07,-1.01663e-06)	(-1.12414e-07,-1.80198e-06)	(9.56749e-07,-2.10174e-06)	(-4.76828e-07,-1.74169e-06)	(-8.93358e-08,-1.84914e-06)	(5.80982e-07,-2.09137e-06)	(-7.20763e-07,-1.03139e-06)	(4.13145e-07,-1.83644e-06)	(-9.83424e-07,-1.26319e-06)	(-1.19354e-06,-5.62411e-07)	(8.60602e-07,-2.02477e-06)	(-8.77888e-07,-6.22997e-07)	(-1.232e-07,-1.36503e-06)	(-8.28672e-07,-7.14589e-07)	(-9.33171e-07,-1.23526e-07)
(-5.92472e-07,-2.55843e-06)	(1.61064e-07,-2.35538e-06)	(4.32811e-06,-3.12728e-06)	(-1.11481e-06,-1.72611e-06)	(3.30876e-06,-3.94302e-06)	(-1.88492e-06,-1.18304e-06)	(-1.12886e-06,-2.39472e-06)	(-9.69383e-07,-2.01415e-06)	(5.19225e-07,-3.40723e-06)	(-1.83086e-06,-1.57788e-06)	(5.9071e-07,-3.30194e-06)	(1.12923e-06,-3.18464e-06)	(-1.58089e-06,-1.79927e-06)	(-5.60543e-07,-2.33863e-06)	(1.01487e-06,-3.11834e-06)	(-1.67471e-06,-1.12293e-06)	(-1.20983e-07,-2.4741e-06)	(-1.66132e-06,1.06645e-07)	(-1.63854e-06,-9.39155e-07)	(-1.64096e-06,-9.23051e-08)	(-1.05494e-06,-2.08778e-06)	(-8.03021e-07,-2.31521e-06)	(-1.90772e-06,-3.01648e-07)	(2.00728e-06,-2.39611e-06)	(-5.16914e-07,-1.49928e-06)	(1.95078e-07,-2.06631e-06)	(3.38678e-07,-1.89776e-06)	(-1.19801e-06,-1.3512e-06)	(1.58422e-07,-2.17403e-06)	(-1.42421e-06,-1.30764e-07)	(-1.32199e-06,-8.10557e-07)	(-1.81503e-07,-2.21955e-06)	(-8.69877e-07,-1.75753e-06)	(-1.49264e-06,-5.91532e-07)	(-1.36857e-06,-2.03108e-07)	(-1.37478e-06,7.8564e-08)	(-1.18995e-06,-1.25321e-06)	(-3.39107e-07,-2.04893e-06)	(-1.43554e-06,-4.18476e-07)	(-7.41422e-07,-1.66639e-06)	(1.00574e-06,-2.40153e-06)	(-1.36987e-06,-6.04563e-07)	(-9.767e-07,-1.04066e-06)	(-4.19084e-07,-1.92004e-06)	(6.06697e-07,-2.38924e-06)	(-1.31998e-06,-6.42356e-07)	(-1.16952e-06,-9.88078e-07)	(-2.4806e-07,-2.12117e-06)	(-1.0533e-06,-1.1852e-06)	(-1.14669e-06,-9.7898e-07)	(9.81283e-07,-2.11533e-06)	(9.5243e-07,-1.99378e-06)	(-1.23004e-07,-1.6399e-06)	(-3.64567e-07,-1.79294e-06)	(-1.22731e-06,2.95041e-08)	(-1.25797e-06,-1.99146e-07)	(-5.03177e-07,-1.68128e-06)	(-9.05997e-07,-1.26166e-06)	(-1.06623e-06,-9.09691e-07)	(-2.40025e-07,-1.60964e-06)	(-1.20799e-06,-4.09538e-07)	(-1.09108e-06,1.12386e-07)	(3.17202e-07,-2.0653e-06)	(-1.28197e-06,-3.24355e-07)	(-1.34736e-06,-2.86226e-07)	(-3.8665e-07,-1.7511e-06)	(-5.82417e-07,-1.59102e-06)	(-1.22326e-06,-4.32744e-07)	(1.1045e-06,-2.72676e-06)	(-7.82171e-07,-1.46437e-06)	(-1.14515e-06,-1.20783e-06)	(-1.16769e-06,-5.66764e-07)	(3.42923e-07,-2.33222e-06)	(-3.06736e-07,-1.83849e-06)	(-1.37124e-06,-9.10909e-07)	(-1.1276e-06,-5.91046e-08)	(-1.10772e-06,-7.28321e-07)	(1.14131e-07,-1.83131e-06)	(-1.0151e-06,-9.52895e-07)	(1.70936e-06,-2.18961e-06)	(-8.26018e-07,-1.42974e-06)	(-9.06416e-07,-1.1772e-06)	(-5.79239e-07,-1.52428e-06)	(-1.0105e-06,-3.29086e-07)	(-5.41262e-07,-1.3384e-06)	(5.13846e-07,-2.23078e-06)	(-1.11199e-06,-8.27936e-07)	(-6.00045e-07,-1.3726e-06)	(-1.23584e-07,-1.42718e-06)	(-6.69242e-07,-9.06738e-07)	(-9.36849e-07,-4.46307e-08)	(-9.26829e-07,-3.42091e-07)
(-1.26425e-06,-1.95439e-06)	(-9.22841e-07,-1.63357e-06)	(-1.10702e-06,-1.71405e-06)	(4.35144e-06,-3.14928e-06)	(-1.83757e-06,-1.5706e-06)	(5.17347e-07,-3.32653e-06)	(5.03598e-07,-3.34826e-06)	(-1.50307e-06,-1.27614e-06)	(-1.14546e-06,-2.43753e-06)	(3.33473e-06,-3.93997e-06)	(-1.83398e-06,-1.22852e-06)	(-5.59842e-07,-2.50578e-06)	(1.00707e-06,-3.45709e-06)	(1.09415e-06,-3.00732e-06)	(-1.38621e-06,-1.64982e-06)	(-1.05289e-06,-2.08984e-06)	(-1.60895e-06,-8.79797e-08)	(-7.81771e-07,-2.19614e-06)	(-1.71556e-06,-2.3719e-07)	(-1.18786e-07,-2.52503e-06)	(-1.67337e-06,-1.12668e-06)	(-1.74543e-06,9.55798e-08)	(-1.81125e-06,-1.07248e-06)	(-5.42536e-07,-1.65634e-06)	(1.89679e-06,-2.19616e-06)	(2.62298e-07,-2.09129e-06)	(4.10207e-07,-1.92003e-06)	(-8.67636e-07,-1.75976e-06)	(-1.35119e-06,-1.99536e-07)	(-1.96207e-07,-2.13281e-06)	(-1.38845e-06,-5.11046e-07)	(-1.47613e-06,-1.51731e-07)	(-1.19614e-06,-1.35415e-06)	(-1.42153e-06,-8.90368e-07)	(1.62157e-07,-2.20257e-06)	(-3.42306e-07,-2.02993e-06)	(-1.18843e-06,-1.25575e-06)	(-1.38616e-06,7.54946e-08)	(-1.43592e-06,-4.12538e-07)	(-4.15958e-07,-1.92212e-06)	(-1.30834e-06,-6.3536e-07)	(5.81671e-07,-2.38644e-06)	(-1.08558e-06,-8.25569e-07)	(-7.38669e-07,-1.66895e-06)	(-1.36411e-06,-6.20021e-07)	(1.01735e-06,-2.42386e-06)	(-1.09117e-06,-1.13649e-06)	(2.21836e-07,-2.34073e-06)	(-8.09051e-07,-1.49767e-06)	(-5.95832e-07,-1.66881e-06)	(-3.33319e-07,-1.64667e-06)	(-9.53524e-08,-1.67377e-06)	(9.93514e-07,-1.97934e-06)	(1.01842e-06,-2.29569e-06)	(-1.10094e-06,-9.47294e-07)	(-2.51461e-07,-1.8292e-06)	(-1.26319e-06,-4.34685e-07)	(-1.20639e-06,1.08326e-07)	(-1.18495e-06,3.18263e-08)	(-1.11303e-06,-1.5907e-07)	(-4.91592e-07,-1.59886e-06)	(-8.29097e-07,-1.13667e-06)	(-2.8856e-07,-1.78673e-06)	(1.64661e-07,-2.06558e-06)	(-1.12962e-06,-1.10602e-06)	(-1.17485e-06,-7.81223e-07)	(-1.24412e-06,-9.23426e-08)	(-3.34381e-07,-1.73655e-06)	(-1.43783e-06,-9.11619e-07)	(-1.25417e-06,-6.06031e-07)	(3.13313e-07,-2.31014e-06)	(-7.17689e-07,-1.37526e-06)	(-1.14867e-06,-1.21863e-06)	(-1.26853e-06,-5.0927e-07)	(1.10941e-06,-2.63155e-06)	(-5.45972e-07,-1.43248e-06)	(-3.75802e-07,-1.63944e-06)	(-1.14533e-06,-2.66402e-07)	(-1.19314e-06,-2.25014e-07)	(-7.45417e-07,-1.2893e-06)	(1.79888e-06,-2.42001e-06)	(-3.13022e-08,-1.8774e-06)	(-7.81977e-08,-1.85029e-06)	(-5.20724e-07,-1.24465e-06)	(-1.07303e-06,-3.85471e-07)	(-1.20023e-06,-8.64911e-07)	(4.6948e-07,-2.07915e-06)	(-5.2162e-07,-1.44105e-06)	(-9.49145e-07,-3.3646e-07)	(-9.06593e-07,-5.13802e-08)	(-6.91841e-07,-9.3916e-07)	(-1.20363e-07,-1.39633e-06)
(-1.06355e-06,-2.17278e-06)	(-3.48075e-07,-2.10108e-06)	(2.56783e-06,-3.06006e-06)	(-1.43612e-06,-1.22747e-06)	(5.24665e-06,-4.02964e-06)	(-2.00463e-06,-5.31996e-07)	(-1.50014e-06,-1.96971e-06)	(-1.24923e-06,-1.69581e-06)	(2.03241e-07,-3.28915e-06)	(-2.047e-06,-9.37677e-07)	(3.9157e-07,-3.23369e-06)	(4.34012e-07,-2.99126e-06)	(-1.88616e-06,-1.14921e-06)	(-1.02059e-06,-1.95152e-06)	(4.26296e-07,-2.94941e-06)	(-1.75458e-06,-8.44389e-07)	(7.90367e-07,-2.80838e-06)	(-1.47349e-06,5.59225e-07)	(-1.69746e-06,-6.69407e-07)	(-1.52346e-06,3.3438e-07)	(-1.00051e-06,-2.14126e-06)	(-5.6617e-07,-2.49059e-06)	(-1.83086e-06,1.64597e-07)	(9.70937e-07,-2.27775e-06)	(-8.31116e-07,-1.18116e-06)	(-2.87062e-07,-1.83302e-06)	(-2.13371e-07,-1.65682e-06)	(-1.30714e-06,-1.15754e-06)	(9.2294e-07,-2.39705e-06)	(-1.32144e-06,2.76199e-07)	(-1.38537e-06,-5.33602e-07)	(1.71395e-07,-2.3828e-06)	(-9.23658e-07,-1.7024e-06)	(-1.50985e-06,-2.2228e-07)	(-1.29505e-06,1.79569e-07)	(-1.22644e-06,4.46072e-07)	(-1.24427e-06,-1.15574e-06)	(1.77797e-07,-2.30501e-06)	(-1.42785e-06,-1.18309e-07)	(-9.34134e-07,-1.46407e-06)	(1.89101e-06,-2.51401e-06)	(-1.39251e-06,-1.63662e-07)	(-1.10532e-06,-7.75879e-07)	(-5.82699e-07,-1.80178e-06)	(8.8187e-07,-2.45661e-06)	(-1.35741e-06,-2.22067e-07)	(-1.28916e-06,-6.45908e-07)	(-7.78575e-07,-1.73583e-06)	(-1.23306e-06,-8.15318e-07)	(-1.279e-06,-5.83422e-07)	(2.1486e-07,-1.91797e-06)	(2.0947e-07,-1.80602e-06)	(-5.40819e-07,-1.35666e-06)	(-8.00111e-07,-1.42874e-06)	(-1.11432e-06,3.43858e-07)	(-1.20983e-06,9.95216e-08)	(-2.59143e-07,-1.84398e-06)	(-8.94578e-07,-1.27645e-06)	(-1.1075e-06,-8.15491e-07)	(2.23835e-07,-1.82689e-06)	(-1.2121e-06,-1.60142e-07)	(-9.60029e-07,4.00569e-07)	(-2.63792e-07,-1.80161e-06)	(-1.25307e-06,1.4503e-08)	(-1.30246e-06,7.44825e-08)	(-2.631e-07,-1.82884e-06)	(-5.36469e-07,-1.6283e-06)	(-1.21676e-06,-5.27237e-08)	(2.25403e-06,-2.87026e-06)	(-9.29242e-07,-1.29262e-06)	(-1.29993e-06,-8.81617e-07)	(-1.20106e-06,-2.10187e-07)	(4.48705e-07,-2.36713e-06)	(-3.85889e-07,-1.78793e-06)	(-1.46558e-06,-4.94904e-07)	(-1.03488e-06,2.5877e-07)	(-1.16851e-06,-4.93795e-07)	(8.05333e-07,-2.03296e-06)	(-1.08595e-06,-8.00036e-07)	(8.57537e-07,-2.08371e-06)	(-1.11133e-06,-1.0207e-06)	(-1.11404e-06,-7.96521e-07)	(-9.03227e-07,-1.17597e-06)	(-9.99342e-07,-2.57631e-08)	(-6.32784e-07,-1.25228e-06)	(9.51555e-07,-2.33518e-06)	(-1.20303e-06,-5.13369e-07)	(-8.62805e-07,-1.07258e-06)	(1.8741e-07,-1.56532e-06)	(-7.00029e-07,-8.63818e-07)	(-8.62681e-07,2.10146e-07)	(-9.33093e-07,-1.22481e-07)
(-1.09113e-06,-2.14521e-06)	(-9.89642e-07,-1.55769e-06)	(-1.52971e-06,-9.60098e-07)	(4.22807e-07,-2.71864e-06)	(-2.09628e-06,-5.56319e-07)	(5.07305e-06,-3.85346e-06)	(-1.50157e-06,-1.96774e-06)	(-1.31701e-06,-1.60077e-06)	(-2.00075e-06,-9.63544e-07)	(3.62026e-07,-3.41075e-06)	(-1.92847e-06,-8.89515e-07)	(-1.58436e-06,-1.35928e-06)	(3.22574e-06,-3.75923e-06)	(-9.56624e-07,-2.01541e-06)	(-1.56898e-06,-1.32692e-06)	(-1.78934e-06,-6.39173e-07)	(-1.36916e-06,5.67953e-07)	(9.43936e-07,-2.99722e-06)	(-1.66713e-06,-8.2869e-07)	(-5.89971e-07,-2.2427e-06)	(-1.70327e-06,2.3913e-07)	(-1.66309e-06,3.47088e-07)	(-9.8534e-07,-2.33565e-06)	(-1.10205e-06,-9.84624e-07)	(-1.93205e-07,-1.71731e-06)	(-8.63863e-07,-1.34643e-06)	(-5.26092e-07,-1.44015e-06)	(-1.49745e-06,-5.214e-07)	(-1.23435e-06,2.92251e-07)	(1.01797e-06,-2.5469e-06)	(-1.20757e-06,-1.09017e-06)	(-1.40557e-06,1.83611e-07)	(-1.49875e-06,-1.41258e-07)	(-8.91999e-07,-1.74283e-06)	(8.73916e-08,-2.17175e-06)	(1.48134e-07,-2.27625e-06)	(-1.43822e-06,-6.04852e-08)	(-1.22712e-06,4.64301e-07)	(-1.20985e-06,-1.17537e-06)	(-1.29121e-06,-8.4119e-07)	(-1.33744e-06,-1.216e-07)	(1.92074e-06,-2.60706e-06)	(-8.33756e-07,-1.24466e-06)	(-1.35806e-06,-5.84288e-07)	(-1.39459e-06,-2.37217e-07)	(7.56588e-07,-2.36863e-06)	(-5.82047e-07,-1.71628e-06)	(-1.60918e-09,-2.24688e-06)	(-1.5267e-07,-1.98616e-06)	(4.71031e-07,-2.21266e-06)	(-7.36364e-07,-1.30943e-06)	(-6.93875e-07,-1.22944e-06)	(-1.55091e-07,-1.62274e-06)	(2.52691e-07,-2.09627e-06)	(-1.86251e-07,-1.86613e-06)	(-9.3043e-07,-1.23089e-06)	(-1.10706e-06,3.81167e-07)	(-1.20968e-06,9.66136e-08)	(-1.21416e-06,-1.72382e-07)	(-9.19875e-07,4.17483e-07)	(-1.12698e-06,-7.60479e-07)	(3.16353e-07,-1.90155e-06)	(-5.39926e-07,-1.61167e-06)	(-5.97384e-07,-1.62398e-06)	(-2.05689e-07,-1.99232e-06)	(-1.20617e-06,1.26164e-07)	(-1.22969e-06,-2.85167e-09)	(1.81255e-06,-2.3081e-06)	(-1.51236e-06,-6.07676e-08)	(-1.19965e-06,-7.97033e-07)	(-1.02811e-06,-1.38343e-06)	(4.0746e-07,-2.02383e-06)	(-1.40982e-06,-2.34568e-07)	(-1.27785e-06,-4.39011e-07)	(-4.66772e-07,-2.03292e-06)	(9.20491e-07,-2.04736e-06)	(-1.09851e-06,-7.54101e-07)	(-1.0221e-06,2.95066e-07)	(-1.17101e-06,-5.05667e-07)	(-1.00519e-06,-9.15363e-07)	(1.01934e-06,-2.32277e-06)	(9.43372e-07,-2.17534e-06)	(2.41851e-07,-1.98651e-06)	(7.46082e-07,-1.80893e-06)	(-1.0646e-06,-4.43553e-07)	(-1.29219e-06,-3.78942e-08)	(-7.41193e-07,-1.3918e-06)	(-2.00391e-07,-1.66159e-06)	(-8.57607e-07,2.38725e-07)	(-9.14416e-07,-1.24662e-07)	(2.56235e-07,-1.57669e-06)	(-7.40123e-07,-8.43342e-07)
(-1.7335e-06,-1.13105e-06)	(-1.25466e-06,-1.16425e-06)	(-9.08509e-07,-1.92728e-06)	(4.08149e-07,-2.71365e-06)	(-1.55568e-06,-2.04263e-06)	(-1.48908e-06,-1.95138e-06)	(5.10509e-06,-3.88577e-06)	(-1.70964e-06,-4.87762e-07)	(3.76221e-07,-3.35642e-06)	(2.18177e-07,-3.35466e-06)	(-1.90802e-06,-9.81065e-07)	(4.86782e-07,-3.00922e-06)	(-1.2275e-06,-2.25076e-06)	(2.79784e-06,-3.21328e-06)	(-1.55586e-06,-1.3543e-06)	(8.46913e-07,-3.10562e-06)	(-1.61228e-06,-5.91233e-07)	(-1.66077e-06,-8.62437e-07)	(-1.49032e-06,5.27298e-07)	(-9.05739e-07,-1.98337e-06)	(-6.40265e-07,-2.43906e-06)	(-1.72529e-06,1.69407e-07)	(-1.79085e-06,2.88845e-07)	(-2.40315e-07,-1.86017e-06)	(8.65651e-07,-2.07996e-06)	(1.03714e-06,-2.29005e-06)	(2.63283e-07,-1.87243e-06)	(9.93701e-07,-2.66377e-06)	(-1.34221e-06,-4.82217e-07)	(-1.22181e-06,-1.14074e-06)	(-1.3047e-06,2.37841e-07)	(-1.47995e-06,-1.95406e-07)	(9.31142e-08,-2.388e-06)	(-1.45273e-06,1.20382e-07)	(-8.27153e-07,-1.56042e-06)	(-1.18979e-06,-1.17201e-06)	(9.71711e-08,-2.31072e-06)	(-1.42056e-06,-1.08199e-07)	(-1.25995e-06,4.1754e-07)	(1.88313e-06,-2.57826e-06)	(-1.25003e-06,-8.37615e-07)	(-9.0991e-07,-1.51925e-06)	(-1.1978e-06,-1.51404e-07)	(7.87702e-07,-2.41591e-06)	(-1.35849e-06,-6.47258e-07)	(-5.50268e-07,-1.78654e-06)	(-1.33114e-06,-2.72102e-07)	(-7.34591e-07,-1.77596e-06)	(-1.28701e-06,-6.26483e-07)	(-1.243e-06,-7.28742e-07)	(-5.49082e-07,-1.48751e-06)	(-1.59534e-07,-1.63993e-06)	(2.29455e-07,-1.79361e-06)	(-2.4935e-07,-1.86384e-06)	(-1.22058e-06,5.83942e-08)	(-2.31544e-07,-1.84073e-06)	(-9.29549e-07,-1.25639e-06)	(-1.11923e-06,3.32242e-07)	(-1.03721e-06,4.02715e-07)	(-1.0301e-06,-7.08744e-07)	(2.53745e-07,-1.99455e-06)	(-1.14144e-06,-1.86859e-07)	(-7.43809e-07,-1.42737e-06)	(-2.60935e-07,-1.85974e-06)	(-1.33007e-06,-6.15426e-08)	(-5.78741e-07,-1.60826e-06)	(-1.212e-06,7.5139e-08)	(-1.14404e-06,-7.68479e-07)	(-1.14214e-06,-1.48521e-06)	(-1.28103e-06,-1.12845e-07)	(2.08208e-06,-2.62886e-06)	(-1.18968e-06,-4.42518e-07)	(-4.40116e-07,-1.94967e-06)	(-1.28648e-06,-2.48609e-07)	(4.51405e-07,-2.46824e-06)	(-1.1152e-06,-5.0716e-07)	(8.60597e-07,-2.11528e-06)	(-1.06117e-06,-7.18177e-07)	(-1.09496e-06,2.4165e-07)	(-7.94236e-07,-1.23308e-06)	(-2.96907e-07,-1.8612e-06)	(-9.61264e-07,-1.09654e-06)	(-8.8032e-07,-1.20702e-06)	(-9.97379e-07,-4.25988e-07)	(-1.07172e-06,-7.18472e-08)	(-7.94115e-07,-1.49121e-06)	(9.05833e-07,-2.18292e-06)	(-1.00906e-06,-8.13891e-07)	(-7.53287e-07,-8.67346e-07)	(-8.41084e-07,1.86016e-07)	(-9.47699e-07,-1.5468e-07)	(2.02315e-07,-1.53802e-06)
