24	92
(-1.78348e-06,1.5093e-07)	(-1.25868e-06,4.75779e-07)	(-4.73355e-07,1.22249e-06)	(-7.36036e-07,1.14142e-06)	(-2.86405e-07,1.62113e-06)	(-1.74309e-06,6.07502e-07)	(1.71337e-07,1.52205e-06)	(-1.70585e-06,-1.98925e-07)	(3.13608e-07,1.50811e-06)	(-7.30174e-07,1.53981e-06)	(-1.33962e-06,1.07443e-06)	(-1.138e-07,1.39942e-06)	(-1.71717e-06,6.37434e-07)	(-2.06398e-07,1.31947e-06)	(-1.26802e-06,9.1723e-07)	(8.67159e-07,9.29749e-07)	(3.01543e-07,1.17374e-06)	(-1.44674e-06,6.02844e-07)	(-1.58927e-06,-1.08995e-06)	(-1.92872e-07,1.28332e-06)	(9.55109e-07,8.16614e-07)	(-9.25046e-07,1.19714e-06)	(-1.41801e-06,-1.85707e-06)	(-3.03212e-07,9.71173e-07)	(-3.92993e-07,8.61531e-07)	(-2.0723e-07,9.83372e-07)	(-4.69014e-07,8.07968e-07)	(6.71036e-07,8.3496e-07)	(-3.78874e-08,1.04288e-06)	(-1.01113e-06,7.42979e-07)	(-1.24809e-06,-1.00502e-06)	(-5.5617e-07,1.0776e-06)	(7.11601e-07,7.9238e-07)	(-1.22748e-06,-1.31294e-06)	(-4.83104e-07,1.00569e-06)	(-6.93604e-07,9.6265e-07)	(7.91768e-07,6.29545e-07)	(-1.63308e-07,1.10801e-06)	(-1.0152e-06,-1.46895e-06)	(3.75945e-07,9.4299e-07)	(-2.89103e-07,1.03039e-06)	(-9.8168e-07,7.28893e-07)	(-1.1737e-06,-5.38898e-07)	(4.0824e-07,9.2493e-07)	(-6.1123e-07,9.78268e-07)	(-6.62203e-07,9.20213e-07)	(-1.27612e-06,-6.97936e-07)	(-1.16367e-06,5.80158e-07)	(-1.32208e-06,-3.80718e-07)	(-1.30904e-06,-2.97876e-07)	(-7.13351e-07,7.08521e-07)	(-5.02249e-07,7.66633e-07)	(-5.52448e-07,7.29528e-07)	(-8.7828e-07,6.87742e-07)	(-1.14723e-06,-8.41972e-07)	(2.59537e-07,8.97853e-07)	(6.40551e-07,6.20018e-07)	(-1.05252e-06,4.49019e-07)	(-1.21277e-06,-1.53216e-07)	(4.52819e-07,6.57605e-07)	(4.84344e-07,7.24455e-07)	(-1.14016e-06,-1.63507e-07)	(-9.55132e-07,5.63458e-07)	(-6.95076e-09,9.85115e-07)	(-1.20513e-06,-9.52864e-07)	(5.72259e-07,6.89332e-07)	(-9.067e-07,6.28566e-07)	(-1.19321e-06,6.35396e-08)	(1.66919e-07,1.144e-06)	(-1.27506e-06,-6.72388e-08)	(2.1029e-07,1.03001e-06)	(-1.18829e-06,-4.52748e-07)	(3.61045e-07,9.73391e-07)	(-1.04541e-06,5.04021e-07)	(-1.45242e-07,1.14064e-06)	(-1.08398e-06,1.3036e-07)	(4.39535e-07,7.35771e-07)	(2.77997e-07,7.97499e-07)	(-1.18943e-06,-3.6232e-07)	(-6.29382e-07,7.5916e-07)	(-8.91296e-07,6.9478e-07)	(-1.16422e-06,1.09525e-07)	(-1.12068e-06,2.27613e-07)	(-1.01575e-06,-2.18289e-07)	(-1.00742e-06,1.83153e-07)	(3.08318e-07,9.18712e-07)	(9.82244e-08,9.22722e-07)	(-1.11143e-06,-5.4392e-09)	(3.88888e-07,5.63632e-07)	(-8.64479e-07,1.24518e-07)	(-9.40747e-07,-3.3691e-07)	(2.36499e-07,6.47079e-07)
(-1.68613e-06,4.19291e-07)	(-1.13591e-06,6.51853e-07)	(-2.95611e-07,1.25268e-06)	(-9.68198e-07,1.00752e-06)	(9.29981e-09,1.60908e-06)	(-1.93603e-06,1.26125e-07)	(-3.51619e-08,1.55672e-06)	(-1.62518e-06,2.02629e-07)	(3.4461e-07,1.4974e-06)	(-1.14043e-06,1.35161e-06)	(-9.60901e-07,1.33878e-06)	(-8.61779e-08,1.39793e-06)	(-1.86643e-06,3.20809e-07)	(-3.54921e-07,1.30746e-06)	(-1.01971e-06,1.12132e-06)	(7.05753e-07,1.08606e-06)	(5.82184e-07,1.0216e-06)	(-1.70185e-06,-9.39962e-08)	(-1.71981e-06,-3.37185e-07)	(-7.01847e-07,1.17403e-06)	(9.63188e-07,8.04801e-07)	(-3.66394e-07,1.38347e-06)	(-1.36972e-06,-1.92172e-06)	(-2.3e-07,9.81122e-07)	(-5.18083e-07,8.14765e-07)	(-2.49715e-07,9.79172e-07)	(-4.8991e-07,7.99212e-07)	(5.7128e-07,9.22938e-07)	(2.49605e-07,9.76725e-07)	(-1.31262e-06,2.9733e-07)	(-1.38446e-06,-5.39911e-07)	(-1.49345e-07,1.14807e-06)	(6.87703e-07,8.18015e-07)	(-1.31711e-06,-1.1482e-06)	(-8.74618e-07,7.93074e-07)	(-1.11099e-06,6.1626e-07)	(7.42554e-07,6.99705e-07)	(2.10066e-07,1.05292e-06)	(-1.26409e-06,-1.06876e-06)	(2.86781e-07,9.85537e-07)	(-2.54552e-08,1.03621e-06)	(-1.23032e-06,3.94523e-07)	(-1.20201e-06,-2.63362e-07)	(3.75628e-07,9.4316e-07)	(-3.00637e-07,1.06781e-06)	(-9.64861e-07,6.97573e-07)	(-1.30809e-06,-5.52775e-07)	(-1.17299e-06,5.67212e-07)	(-1.32385e-06,-3.46379e-07)	(-1.30256e-06,-4.22193e-07)	(-6.46018e-07,7.54469e-07)	(-4.69477e-07,7.81211e-07)	(-6.10903e-07,6.94665e-07)	(-9.41106e-07,6.24712e-07)	(-9.13224e-07,-1.25403e-06)	(-4.94254e-08,9.71503e-07)	(6.93185e-07,5.4565e-07)	(-7.00614e-07,8.01876e-07)	(-1.05623e-06,3.69978e-07)	(5.5718e-07,5.49549e-07)	(2.90019e-07,8.48886e-07)	(-1.06626e-06,-6.94867e-07)	(-9.04177e-07,6.20547e-07)	(-3.48203e-07,9.68455e-07)	(-1.08275e-06,-1.1863e-06)	(6.07667e-07,6.50859e-07)	(-5.58346e-07,8.75907e-07)	(-1.2321e-06,-3.19333e-07)	(3.49257e-07,1.07837e-06)	(-1.15572e-06,3.23485e-07)	(4.81751e-09,1.07654e-06)	(-1.14289e-06,-6.63297e-07)	(4.26636e-07,9.37245e-07)	(-7.78879e-07,7.76537e-07)	(-4.63371e-07,1.09827e-06)	(-1.1381e-06,-3.35214e-07)	(2.83956e-07,8.3012e-07)	(4.31239e-07,7.02749e-07)	(-1.13809e-06,1.22136e-07)	(-4.95223e-07,8.27608e-07)	(-1.02002e-06,5.53902e-07)	(-1.19424e-06,-1.75185e-08)	(-1.13044e-06,2.02569e-07)	(-9.79442e-07,-5.10388e-07)	(-8.28502e-07,4.89939e-07)	(4.14421e-07,8.60922e-07)	(-1.31285e-07,9.47408e-07)	(-1.09815e-06,5.49873e-08)	(4.57479e-07,4.95722e-07)	(-6.80754e-07,4.39334e-07)	(-8.374e-07,-6.96094e-07)	(4.82429e-08,7.1063e-07)
(-1.52166e-06,7.10911e-07)	(-9.80796e-07,8.13167e-07)	(-1.64109e-07,1.25954e-06)	(-1.18806e-06,8.17667e-07)	(2.19919e-07,1.56783e-06)	(-2.00437e-06,-3.2552e-07)	(-3.21439e-07,1.56053e-06)	(-1.43411e-06,6.08654e-07)	(2.96892e-07,1.51359e-06)	(-1.53014e-06,1.03241e-06)	(-5.79058e-07,1.48189e-06)	(-1.17541e-07,1.39958e-06)	(-1.94562e-06,5.23495e-08)	(-5.49403e-07,1.26734e-06)	(-7.61175e-07,1.26113e-06)	(4.35216e-07,1.25763e-06)	(7.56174e-07,8.67677e-07)	(-1.65983e-06,-8.66206e-07)	(-1.5541e-06,4.02601e-07)	(-1.20135e-06,8.28503e-07)	(9.15742e-07,8.70464e-07)	(1.26723e-07,1.36312e-06)	(-1.63195e-06,-1.51183e-06)	(-1.91567e-07,9.84267e-07)	(-6.5438e-07,7.40304e-07)	(-3.26035e-07,9.67221e-07)	(-5.25482e-07,7.8298e-07)	(3.9531e-07,1.03573e-06)	(4.51065e-07,8.72772e-07)	(-1.43332e-06,-2.61866e-07)	(-1.36915e-06,1.7842e-08)	(1.87437e-07,1.10015e-06)	(6.06618e-07,8.94166e-07)	(-1.47148e-06,-7.06088e-07)	(-1.19642e-06,4.05409e-07)	(-1.3775e-06,6.76788e-08)	(6.33441e-07,8.21525e-07)	(4.79958e-07,9.22027e-07)	(-1.43331e-06,-4.48333e-07)	(1.35407e-07,1.03631e-06)	(1.77314e-07,9.95878e-07)	(-1.37054e-06,-6.41701e-09)	(-1.15681e-06,8.60724e-08)	(2.86318e-07,9.85731e-07)	(-3.22239e-08,1.07454e-06)	(-1.2041e-06,3.67041e-07)	(-1.33078e-06,-2.50501e-07)	(-1.16504e-06,5.78283e-07)	(-1.32128e-06,-1.77815e-07)	(-1.30465e-06,-3.9765e-07)	(-5.83551e-07,7.90695e-07)	(-4.51484e-07,7.886e-07)	(-6.73098e-07,6.51058e-07)	(-9.92042e-07,5.65982e-07)	(-8.20697e-07,-1.36742e-06)	(-4.33236e-07,9.27243e-07)	(7.05231e-07,5.26136e-07)	(-2.98384e-07,9.58687e-07)	(-7.30938e-07,7.38682e-07)	(6.09393e-07,4.76227e-07)	(5.12391e-09,9.32264e-07)	(-8.52046e-07,-1.10552e-06)	(-8.42481e-07,6.80661e-07)	(-7.21203e-07,8.12471e-07)	(-1.1206e-06,-1.12219e-06)	(5.99707e-07,6.59899e-07)	(-2.01341e-07,9.67878e-07)	(-1.18831e-06,-6.22656e-07)	(4.59627e-07,1.02075e-06)	(-9.26348e-07,6.51983e-07)	(-2.65836e-07,1.07856e-06)	(-1.13422e-06,-6.91901e-07)	(4.36202e-07,9.31458e-07)	(-4.76322e-07,9.36057e-07)	(-8.09366e-07,9.46829e-07)	(-1.04029e-06,-7.60087e-07)	(5.33557e-08,9.04291e-07)	(5.21572e-07,6.21733e-07)	(-9.19554e-07,5.33021e-07)	(-3.74499e-07,8.69557e-07)	(-1.12007e-06,4.04773e-07)	(-1.2025e-06,-6.79562e-08)	(-1.12016e-06,2.28903e-07)	(-9.267e-07,-6.74626e-07)	(-5.79367e-07,7.03816e-07)	(4.64091e-07,8.27651e-07)	(-4.11567e-07,9.04698e-07)	(-1.06152e-06,1.75623e-07)	(4.87162e-07,4.59555e-07)	(-4.20055e-07,6.34158e-07)	(-7.19404e-07,-9.01015e-07)	(-1.98631e-07,7.16473e-07)
(-1.29595e-06,9.76859e-07)	(-8.07647e-07,9.42665e-07)	(-8.44241e-08,1.25733e-06)	(-1.37119e-06,5.85255e-07)	(3.44343e-07,1.52957e-06)	(-1.99724e-06,-6.41854e-07)	(-6.74466e-07,1.49598e-06)	(-1.14653e-06,9.45265e-07)	(1.68288e-07,1.54914e-06)	(-1.83993e-06,5.98904e-07)	(-2.40188e-07,1.52735e-06)	(-2.07732e-07,1.40058e-06)	(-1.97576e-06,-1.1181e-07)	(-7.77037e-07,1.18271e-06)	(-5.20425e-07,1.34062e-06)	(3.67893e-08,1.37958e-06)	(8.48413e-07,7.55262e-07)	(-1.39323e-06,-1.49998e-06)	(-1.14023e-06,9.58569e-07)	(-1.55917e-06,2.4171e-07)	(7.98549e-07,1.00278e-06)	(4.99171e-07,1.22487e-06)	(-1.88158e-06,-7.67634e-07)	(-1.89595e-07,9.8439e-07)	(-7.89209e-07,6.36524e-07)	(-4.32648e-07,9.408e-07)	(-5.73471e-07,7.58302e-07)	(1.27995e-07,1.13461e-06)	(5.75175e-07,7.7525e-07)	(-1.35901e-06,-8.06675e-07)	(-1.15761e-06,5.22368e-07)	(4.31971e-07,9.95711e-07)	(4.53915e-07,1.00316e-06)	(-1.50105e-06,-1.24173e-07)	(-1.3607e-06,-1.1435e-07)	(-1.39851e-06,-5.8445e-07)	(4.40945e-07,9.68044e-07)	(6.50931e-07,7.79366e-07)	(-1.35486e-06,2.01075e-07)	(-8.16685e-08,1.06883e-06)	(3.15167e-07,9.43153e-07)	(-1.39579e-06,-3.93031e-07)	(-1.00724e-06,4.25343e-07)	(1.34502e-07,1.03654e-06)	(1.73928e-07,1.03511e-06)	(-1.33574e-06,-2.69843e-08)	(-1.27217e-06,1.26939e-07)	(-1.14016e-06,6.11507e-07)	(-1.27876e-06,8.17313e-08)	(-1.30829e-06,-2.31157e-07)	(-5.30909e-07,8.16925e-07)	(-4.49674e-07,7.8932e-07)	(-7.34421e-07,6.00457e-07)	(-1.0287e-06,5.18542e-07)	(-9.91551e-07,-1.14212e-06)	(-8.30685e-07,7.05865e-07)	(6.80885e-07,5.64499e-07)	(6.45862e-08,9.55738e-07)	(-3.42042e-07,9.16259e-07)	(6.24793e-07,4.50738e-07)	(-3.57879e-07,9.11539e-07)	(-7.28501e-07,-1.25835e-06)	(-7.7431e-07,7.37651e-07)	(-1.0517e-06,4.88845e-07)	(-1.26941e-06,-7.82186e-07)	(5.46364e-07,7.14882e-07)	(1.04455e-07,9.44582e-07)	(-1.1465e-06,-7.61539e-07)	(5.05612e-07,9.92024e-07)	(-6.31565e-07,8.72274e-07)	(-5.83229e-07,9.97253e-07)	(-1.1753e-06,-5.30285e-07)	(3.90447e-07,9.57929e-07)	(-1.88396e-07,9.9333e-07)	(-1.12988e-06,6.66488e-07)	(-9.08948e-07,-1.0178e-06)	(-2.48831e-07,9.10718e-07)	(5.63104e-07,5.75315e-07)	(-5.96462e-07,8.00254e-07)	(-2.7681e-07,8.9136e-07)	(-1.18732e-06,2.69589e-07)	(-1.19654e-06,-3.04016e-08)	(-1.08826e-06,3.01208e-07)	(-9.31819e-07,-6.61471e-07)	(-3.11274e-07,8.13246e-07)	(4.62655e-07,8.28676e-07)	(-7.11346e-07,7.60856e-07)	(-9.91762e-07,3.30979e-07)	(4.85274e-07,4.6201e-07)	(-1.49047e-07,7.06838e-07)	(-7.31537e-07,-8.83337e-07)	(-4.77751e-07,6.22134e-07)
(-1.03161e-06,1.18548e-06)	(-6.33666e-07,1.03426e-06)	(-5.80387e-08,1.25553e-06)	(-1.5009e-06,3.4099e-07)	(3.86313e-07,1.51415e-06)	(-1.98631e-06,-7.39584e-07)	(-1.06266e-06,1.32805e-06)	(-8.07005e-07,1.17418e-06)	(-4.32401e-08,1.58375e-06)	(-2.02712e-06,1.11914e-07)	(2.88839e-08,1.51217e-06)	(-3.5395e-07,1.39045e-06)	(-1.97877e-06,-1.33524e-07)	(-1.0168e-06,1.04192e-06)	(-3.18137e-07,1.37462e-06)	(-4.75534e-07,1.36534e-06)	(8.81713e-07,7.06551e-07)	(-1.18845e-06,-1.7898e-06)	(-6.11258e-07,1.25981e-06)	(-1.65481e-06,-4.94771e-07)	(5.86163e-07,1.1731e-06)	(7.45997e-07,1.05187e-06)	(-1.85363e-06,7.78292e-08)	(-2.23836e-07,9.81722e-07)	(-9.08839e-07,5.09276e-07)	(-5.62387e-07,8.92368e-07)	(-6.30102e-07,7.24759e-07)	(-2.30696e-07,1.16399e-06)	(6.37869e-07,7.11965e-07)	(-1.20005e-06,-1.18107e-06)	(-8.04847e-07,8.77018e-07)	(5.89026e-07,8.86507e-07)	(2.13634e-07,1.11092e-06)	(-1.32449e-06,4.39102e-07)	(-1.33015e-06,-6.55861e-07)	(-1.19259e-06,-1.16693e-06)	(1.45291e-07,1.09112e-06)	(7.4486e-07,6.67649e-07)	(-1.04254e-06,7.17421e-07)	(-3.57541e-07,1.04844e-06)	(3.9288e-07,9.02737e-07)	(-1.35668e-06,-6.68169e-07)	(-7.71388e-07,6.91339e-07)	(-8.26539e-08,1.06888e-06)	(3.14103e-07,9.83294e-07)	(-1.35506e-06,-4.03086e-07)	(-1.10253e-06,4.90887e-07)	(-1.09879e-06,6.62515e-07)	(-1.16663e-06,3.72226e-07)	(-1.2746e-06,3.42713e-08)	(-4.91671e-07,8.34104e-07)	(-4.63904e-07,7.83546e-07)	(-7.90049e-07,5.46754e-07)	(-1.04961e-06,4.89192e-07)	(-1.20855e-06,-6.57059e-07)	(-1.14095e-06,2.88879e-07)	(6.1188e-07,6.54726e-07)	(3.42136e-07,8.57734e-07)	(1.88e-08,9.31333e-07)	(6.09184e-07,4.76559e-07)	(-7.45743e-07,7.26428e-07)	(-8.56953e-07,-1.09866e-06)	(-7.04465e-07,7.87428e-07)	(-1.25153e-06,2.17702e-08)	(-1.34729e-06,-2.74798e-07)	(4.37162e-07,8.03789e-07)	(3.3284e-07,8.59782e-07)	(-1.16862e-06,-6.93899e-07)	(4.92161e-07,1.00074e-06)	(-3.26796e-07,9.78945e-07)	(-9.07181e-07,8.02201e-07)	(-1.20152e-06,-2.256e-07)	(2.85548e-07,1.00801e-06)	(5.16613e-08,9.79596e-07)	(-1.3631e-06,2.743e-07)	(-9.05357e-07,-1.02348e-06)	(-5.91557e-07,7.98806e-07)	(5.653e-07,5.72656e-07)	(-2.50648e-07,9.13927e-07)	(-2.07921e-07,9.00556e-07)	(-1.22427e-06,1.72854e-07)	(-1.1706e-06,8.67808e-08)	(-1.03129e-06,4.06205e-07)	(-9.87777e-07,-4.7467e-07)	(-6.72819e-08,8.36189e-07)	(4.10186e-07,8.63561e-07)	(-9.79761e-07,5.01319e-07)	(-8.85096e-07,4.92405e-07)	(4.51434e-07,5.0251e-07)	(8.40693e-08,6.88109e-07)	(-8.58104e-07,-6.48818e-07)	(-7.35144e-07,4.00621e-07)
(-7.59917e-07,1.32504e-06)	(-4.75697e-07,1.09045e-06)	(-8.58458e-08,1.25741e-06)	(-1.57596e-06,1.26412e-07)	(3.47031e-07,1.52862e-06)	(-2.00117e-06,-5.92882e-07)	(-1.43802e-06,1.03746e-06)	(-4.67625e-07,1.29291e-06)	(-3.36213e-07,1.58616e-06)	(-2.0931e-06,-3.33761e-07)	(2.17257e-07,1.47333e-06)	(-5.50574e-07,1.35369e-06)	(-1.95833e-06,-8.48752e-09)	(-1.24338e-06,8.43541e-07)	(-1.67623e-07,1.38152e-06)	(-1.03567e-06,1.12893e-06)	(8.66336e-07,7.29706e-07)	(-1.30464e-06,-1.63592e-06)	(-9.78071e-08,1.32839e-06)	(-1.47333e-06,-1.19918e-06)	(2.52586e-07,1.32975e-06)	(8.88753e-07,9.04274e-07)	(-1.51308e-06,8.01369e-07)	(-2.93461e-07,9.728e-07)	(-1.003e-06,3.71974e-07)	(-7.05358e-07,8.15582e-07)	(-6.91429e-07,6.8245e-07)	(-6.51905e-07,1.06113e-06)	(6.51054e-07,6.97094e-07)	(-1.15005e-06,-1.2663e-06)	(-4.03404e-07,1.05337e-06)	(6.74096e-07,8.07642e-07)	(-1.20776e-07,1.1664e-06)	(-9.78168e-07,8.64196e-07)	(-1.17854e-06,-1.07122e-06)	(-9.6764e-07,-1.49557e-06)	(-2.52858e-07,1.12247e-06)	(7.83548e-07,6.10442e-07)	(-6.04326e-07,1.01971e-06)	(-6.69237e-07,9.396e-07)	(4.15779e-07,8.89145e-07)	(-1.33443e-06,-7.55568e-07)	(-4.9496e-07,8.5571e-07)	(-3.59014e-07,1.04815e-06)	(3.92235e-07,9.44101e-07)	(-1.3143e-06,-6.66998e-07)	(-8.43029e-07,7.74754e-07)	(-1.04293e-06,7.24201e-07)	(-9.82469e-07,6.36336e-07)	(-1.16928e-06,3.34864e-07)	(-4.68914e-07,8.43184e-07)	(-4.93583e-07,7.70631e-07)	(-8.36538e-07,4.94925e-07)	(-1.05466e-06,4.81833e-07)	(-1.24567e-06,-7.1496e-08)	(-1.25977e-06,-2.70827e-07)	(4.79419e-07,7.79985e-07)	(5.26888e-07,7.27965e-07)	(3.00185e-07,8.44975e-07)	(5.56629e-07,5.50236e-07)	(-1.06578e-06,3.50274e-07)	(-1.07007e-06,-6.83601e-07)	(-6.38681e-07,8.27424e-07)	(-1.26576e-06,-5.0025e-07)	(-1.24404e-06,2.53557e-07)	(2.57001e-07,9.02212e-07)	(4.8339e-07,7.61622e-07)	(-1.22229e-06,-4.40731e-07)	(4.1741e-07,1.04458e-06)	(-5.64602e-08,9.95518e-07)	(-1.18214e-06,4.87598e-07)	(-1.14123e-06,1.38641e-07)	(1.14762e-07,1.06258e-06)	(2.29483e-07,9.31201e-07)	(-1.46822e-06,-1.68016e-07)	(-1.034e-06,-7.75686e-07)	(-9.12843e-07,5.35135e-07)	(5.28481e-07,6.14484e-07)	(5.4172e-08,9.07487e-07)	(-1.71443e-07,9.03398e-07)	(-1.23701e-06,1.33153e-07)	(-1.11123e-06,2.57063e-07)	(-9.48187e-07,5.25495e-07)	(-1.01477e-06,-1.70829e-07)	(1.27448e-07,8.04803e-07)	(3.00568e-07,9.22301e-07)	(-1.1618e-06,1.4589e-07)	(-7.48046e-07,6.35172e-07)	(3.77164e-07,5.73519e-07)	(2.57561e-07,6.20252e-07)	(-9.46472e-07,-2.75613e-07)	(-9.02249e-07,6.16854e-08)
(-5.09291e-07,1.40191e-06)	(-3.45937e-07,1.11962e-06)	(-1.66933e-07,1.25953e-06)	(-1.60871e-06,-1.45371e-08)	(2.25398e-07,1.56637e-06)	(-1.99881e-06,-2.40808e-07)	(-1.74387e-06,6.36972e-07)	(-1.68712e-07,1.32498e-06)	(-6.95866e-07,1.51826e-06)	(-2.0891e-06,-6.32463e-07)	(3.25422e-07,1.43962e-06)	(-7.8444e-07,1.27334e-06)	(-1.896e-06,2.35108e-07)	(-1.43103e-06,6.02729e-07)	(-7.43585e-08,1.37794e-06)	(-1.52017e-06,6.25845e-07)	(7.97504e-07,8.20787e-07)	(-1.59051e-06,-1.09153e-06)	(3.19242e-07,1.24005e-06)	(-1.2006e-06,-1.6557e-06)	(-2.0724e-07,1.39526e-06)	(9.55109e-07,8.16614e-07)	(-9.72877e-07,1.27104e-06)	(-3.94871e-07,9.51262e-07)	(-1.06684e-06,2.45304e-07)	(-8.47965e-07,7.08872e-07)	(-7.52412e-07,6.33312e-07)	(-1.06737e-06,7.78079e-07)	(6.18034e-07,7.33243e-07)	(-1.27407e-06,-1.0334e-06)	(-3.29768e-08,1.07938e-06)	(7.02075e-07,7.77658e-07)	(-5.29332e-07,1.10712e-06)	(-5.54208e-07,1.1026e-06)	(-1.08789e-06,-1.22984e-06)	(-9.99767e-07,-1.45599e-06)	(-7.11159e-07,9.86753e-07)	(7.79621e-07,6.16646e-07)	(-1.581e-07,1.11287e-06)	(-9.73623e-07,7.19057e-07)	(3.86393e-07,9.06442e-07)	(-1.3651e-06,-6.29016e-07)	(-2.24975e-07,9.23817e-07)	(-6.70603e-07,9.38897e-07)	(4.1411e-07,9.3163e-07)	(-1.29402e-06,-7.43956e-07)	(-5.42073e-07,9.50111e-07)	(-9.75277e-07,7.89712e-07)	(-7.48813e-07,8.36786e-07)	(-9.86925e-07,6.10311e-07)	(-4.63781e-07,8.45144e-07)	(-5.3634e-07,7.49876e-07)	(-8.71078e-07,4.51394e-07)	(-1.0435e-06,4.97955e-07)	(-1.05236e-06,4.50856e-07)	(-1.14723e-06,-8.41972e-07)	(2.62617e-07,9.06385e-07)	(6.34663e-07,6.12549e-07)	(4.91065e-07,7.19908e-07)	(4.51815e-07,6.58468e-07)	(-1.21324e-06,-1.76923e-07)	(-1.13933e-06,-1.51381e-07)	(-5.81638e-07,8.57277e-07)	(-1.1326e-06,-9.40072e-07)	(-9.67922e-07,6.80107e-07)	(-3.35484e-09,9.70206e-07)	(5.6928e-07,6.83712e-07)	(-1.22004e-06,-7.48523e-08)	(2.75042e-07,1.10918e-06)	(1.55919e-07,9.58314e-07)	(-1.35441e-06,8.77233e-08)	(-9.71726e-07,4.77443e-07)	(-1.2396e-07,1.09135e-06)	(3.453e-07,8.79145e-07)	(-1.45732e-06,-5.61631e-07)	(-1.13657e-06,-3.5539e-07)	(-1.13158e-06,1.29358e-07)	(4.44433e-07,6.92316e-07)	(2.87028e-07,8.32189e-07)	(-1.68351e-07,9.03575e-07)	(-1.22882e-06,1.59161e-07)	(-1.00872e-06,4.46422e-07)	(-8.42047e-07,6.41883e-07)	(-9.47239e-07,1.66992e-07)	(2.65825e-07,7.52041e-07)	(1.26342e-07,9.83532e-07)	(-1.22497e-06,-2.43357e-07)	(-5.94448e-07,7.44823e-07)	(2.4985e-07,6.57405e-07)	(3.71539e-07,5.41057e-07)	(-8.9603e-07,1.24432e-07)	(-9.27848e-07,-3.34025e-07)
(-3.01458e-07,1.43254e-06)	(-2.52856e-07,1.13166e-06)	(-2.99741e-07,1.25225e-06)	(-1.61524e-06,-5.11547e-08)	(1.76629e-08,1.60797e-06)	(-1.90737e-06,2.25641e-07)	(-1.93813e-06,1.78589e-07)	(6.61239e-08,1.30476e-06)	(-1.09068e-06,1.34455e-06)	(-2.08232e-06,-7.07267e-07)	(3.56024e-07,1.42845e-06)	(-1.03573e-06,1.13583e-06)	(-1.76845e-06,5.43849e-07)	(-1.56362e-06,3.50922e-07)	(-4.07752e-08,1.37516e-06)	(-1.7843e-06,-1.02228e-07)	(6.56022e-07,9.63536e-07)	(-1.72139e-06,-3.3828e-07)	(6.13171e-07,1.08098e-06)	(-1.15825e-06,-1.71003e-06)	(-7.55608e-07,1.27949e-06)	(9.63188e-07,8.04801e-07)	(-3.85087e-07,1.46506e-06)	(-5.22294e-07,9.09105e-07)	(-1.10262e-06,1.51487e-07)	(-9.76518e-07,5.77344e-07)	(-8.08713e-07,5.80572e-07)	(-1.38137e-06,3.11811e-07)	(5.31364e-07,8.13357e-07)	(-1.41494e-06,-5.59318e-07)	(2.60701e-07,1.01058e-06)	(6.78746e-07,8.02815e-07)	(-9.5546e-07,8.77957e-07)	(-1.43834e-07,1.17005e-06)	(-1.17433e-06,-1.07943e-06)	(-1.24612e-06,-1.0626e-06)	(-1.13831e-06,6.32456e-07)	(7.31543e-07,6.85565e-07)	(2.15391e-07,1.056e-06)	(-1.21701e-06,3.91142e-07)	(3.01733e-07,9.49307e-07)	(-1.39826e-06,-3.25846e-07)	(4.87811e-09,9.21697e-07)	(-9.74933e-07,7.17768e-07)	(3.81426e-07,9.50012e-07)	(-1.3265e-06,-6.11707e-07)	(-2.49887e-07,1.02302e-06)	(-9.00519e-07,8.52338e-07)	(-5.00185e-07,9.60572e-07)	(-7.50609e-07,8.19513e-07)	(-4.76854e-07,8.40088e-07)	(-5.89343e-07,7.20396e-07)	(-8.92524e-07,4.21782e-07)	(-1.01649e-06,5.34884e-07)	(-6.99861e-07,8.03319e-07)	(-9.13224e-07,-1.25403e-06)	(-4.8848e-08,9.80904e-07)	(6.86601e-07,5.38949e-07)	(6.04386e-07,6.03809e-07)	(2.75205e-07,7.74527e-07)	(-1.13461e-06,-7.3873e-07)	(-9.94119e-07,3.43189e-07)	(-5.37796e-07,8.77411e-07)	(-1.00958e-06,-1.1631e-06)	(-5.95958e-07,9.41643e-07)	(-3.35453e-07,9.55809e-07)	(6.0435e-07,6.45499e-07)	(-1.10487e-06,3.08303e-07)	(5.75613e-08,1.16814e-06)	(3.0398e-07,9.02732e-07)	(-1.40367e-06,-3.22384e-07)	(-7.19792e-07,7.30985e-07)	(-4.21305e-07,1.05663e-06)	(4.04716e-07,8.44929e-07)	(-1.40565e-06,-8.02929e-07)	(-1.08995e-06,1.10966e-07)	(-1.18588e-06,-3.5022e-07)	(2.98989e-07,7.87025e-07)	(4.43909e-07,7.36363e-07)	(-1.99002e-07,9.0138e-07)	(-1.19748e-06,2.45151e-07)	(-8.65529e-07,6.22283e-07)	(-7.21224e-07,7.41934e-07)	(-7.76498e-07,4.60964e-07)	(3.5105e-07,7.03997e-07)	(-1.15666e-07,1.01504e-06)	(-1.19082e-06,-5.75055e-07)	(-4.41393e-07,8.17214e-07)	(5.89738e-08,7.24567e-07)	(4.36478e-07,4.7718e-07)	(-7.06391e-07,4.52422e-07)	(-8.26842e-07,-6.85088e-07)
