318	24
(392.263,217.481)	(280.015,355.194)	(52.2708,454.728)	(-249.694,391.903)	(-460.534,107.83)	(-400.771,-268.308)	(-82.3649,-485.135)	(273.843,-420.252)	(474.208,-187.437)	(515.196,28.1704)	(501.95,131.427)	(507.138,106.266)	(511.909,-45.5109)	(418.765,-285.574)	(146.114,-476.044)	(-226.06,-432.748)	(-461.607,-126.26)	(-402.594,241.75)	(-130.919,442.844)	(155.227,428.138)	(336.356,299.868)	(412.543,173.399)	(432.498,109.35)	(428.522,125.235)
(422.102,146.845)	(434.37,100.865)	(425.473,135.995)	(376.986,244.191)	(240.336,384.4)	(-13.5438,458.968)	(-314.162,344.843)	(-474.709,19.1208)	(-342.462,-342.865)	(10.1728,-494.332)	(341.206,-370.668)	(496.211,-124.98)	(512.426,69.483)	(499.192,142.735)	(510.242,87.0058)	(504.135,-92.8388)	(373.534,-339.828)	(61.8355,-491.885)	(-302.835,-380.028)	(-475.138,-33.8625)	(-349.001,311.193)	(-54.897,456.792)	(212.527,401.235)	(364.779,262.88)
(-153.088,436.222)	(-106.293,448.814)	(-104.486,449.196)	(-147.923,437.873)	(-230.145,403.11)	(-334.025,326.518)	(-428.521,195.068)	(-474.934,15.3636)	(-444.707,-180.443)	(-338.304,-347.173)	(-187.805,-451.822)	(-38.4656,-491.697)	(74.1566,-490.5)	(133.508,-479.383)	(135.754,-478.814)	(80.8619,-489.615)	(-27.9774,-492.672)	(-175.48,-457.109)	(-327.542,-357.847)	(-438.872,-195.141)	(-475.544,0.0312047)	(-434.4,182.433)	(-342.261,318.264)	(-237.827,398.856)
(-475.392,5.2472)	(-459.472,111.857)	(-427.361,197.45)	(-392.232,257.438)	(-365.825,292.159)	(-355.905,303.632)	(-365.15,292.964)	(-391.062,259.127)	(-426.073,200.057)	(-458.529,115.321)	(-475.233,9.33212)	(-465.86,-107.514)	(-427.397,-220.605)	(-366.138,-316.126)	(-295.621,-385.956)	(-231.641,-429.607)	(-187.559,-451.932)	(-171.569,-458.704)	(-186.469,-452.415)	(-229.665,-430.73)	(-293.119,-387.958)	(-363.658,-319.119)	(-425.526,-224.413)	(-464.972,-111.733)
(246.979,379.962)	(0.0342286,458.87)	(-299.799,356.847)	(-472.683,42.0824)	(-360.029,-323.413)	(-17.5129,-493.422)	(320.384,-387.883)	(489.213,-147.82)	(514.057,51.2586)	(501.733,132.358)	(510.521,85.0176)	(505.474,-86.3339)	(383.276,-329.384)	(81.8815,-489.472)	(-283.977,-395.05)	(-473.189,-59.8553)	(-366.334,291.549)	(-79.5107,453.712)	(192.895,411.56)	(353.954,277.917)	(417.544,160.162)	(432.422,109.679)	(424.458,139.365)	(378.154,242.292)
(340.808,294.576)	(413.208,171.71)	(431.74,112.575)	(426.295,133.193)	(386.116,228.745)	(266.783,365.683)	(32.1825,457.033)	(-268.729,379.727)	(-465.918,84.6434)	(-387.672,-287.868)	(-61.1681,-488.808)	(288.677,-410.768)	(478.74,-176.473)	(515.05,32.8035)	(502.682,128.227)	(508.967,95.4845)	(509.602,-62.7438)	(405.563,-303.056)	(122.593,-481.991)	(-247.232,-420.306)	(-466.619,-103.752)	(-391.44,258.583)	(-115.057,446.853)	(166.211,423.72)
(-460.038,-352.457)	(-564.062,39.1531)	(-137.291,525.704)	(503.728,123.487)	(30.3096,-494.021)	(-469.54,64.9577)	(110.48,442.857)	(435.472,-77.1118)	(57.4708,-427.452)	(-315.718,-282.073)	(-417.153,-30.7064)	(-403.826,99.4844)	(-407.349,85.2095)	(-412.429,-74.3881)	(-263.879,-332.813)	(154.917,-404.607)	(442.185,48.4559)	(-37.2174,458.179)	(-467.053,-101.524)	(203.139,-456.356)	(438.664,285.908)	(-281.512,470.327)	(-564.747,-70.1125)	(-435.757,-384.188)
(-462.594,-122.205)	(221.939,-448.111)	(428.981,301.14)	(-292.875,463.821)	(-564.239,-75.47)	(-438.446,-380.888)	(-467.78,-341.311)	(-561.64,59.1771)	(-114.593,530.387)	(508.11,100.712)	(9.04936,-494.325)	(-466.274,82.898)	(124.551,438.777)	(433.24,-87.6985)	(50.5917,-428.186)	(-317.697,-279.757)	(-417.111,-31.4402)	(-404.929,95.2443)	(-409.023,77.5363)	(-410.512,-85.3325)	(-252.85,-341.597)	(170.554,-398.624)	(440.111,67.2725)	(-57.6396,456.515)
(107.841,443.568)	(435.858,-75.1442)	(58.7273,-427.306)	(-315.371,-282.476)	(-417.163,-30.5257)	(-403.603,100.323)	(-407.008,86.6904)	(-412.763,-72.2848)	(-265.948,-331.098)	(151.922,-405.674)	(442.487,44.885)	(-33.3549,458.391)	(-467.79,-97.6095)	(199.573,-457.818)	(440.417,283.023)	(-279.385,471.506)	(-564.833,-69.1446)	(-435.219,-384.843)	(-458.524,-354.572)	(-564.442,35.3343)	(-141.568,524.708)	(502.786,127.764)	(34.3084,-493.861)	(-470.076,61.5807)
(-406.881,87.2355)	(-412.751,-72.3642)	(-265.379,-331.571)	(153.252,-405.203)	(442.315,46.9591)	(-36.0818,458.245)	(-467.177,-100.877)	(203.091,-456.376)	(438.309,286.488)	(-282.821,469.596)	(-564.538,-72.3814)	(-433.973,-386.35)	(-458.363,-354.796)	(-564.311,36.6762)	(-139.064,525.296)	(503.501,124.531)	(30.6705,-494.007)	(-469.499,65.2085)	(111.22,442.654)	(435.241,-78.2715)	(55.9698,-427.621)	(-316.863,-280.737)	(-417.255,-28.7745)	(-403.298,101.456)
(-332.501,328.002)	(331.201,305.797)	(343.141,-271.974)	(-108.639,-414.058)	(-378.025,-185.84)	(-416.097,29.9996)	(-402.259,105.221)	(-415.398,37.0639)	(-383.8,-172.966)	(-128.636,-407.87)	(325.029,-292.564)	(352.369,280.012)	(-303.846,353.563)	(-310.061,-373.852)	(447.773,-240.572)	(203.721,492.348)	(-473.349,292.665)	(-527.237,-228.543)	(-420.224,-402.334)	(-520.145,-245.755)	(-490.624,264.908)	(166.087,507.549)	(467.604,-202.252)	(-277.267,-400.039)
(-415.05,-408.057)	(-521.067,-243.605)	(-484.939,274.449)	(182.137,501.472)	(458.599,-220.642)	(-294.461,-386.887)	(-316.865,342.472)	(344.071,290.589)	(331.516,-285.486)	(-123.205,-409.657)	(-383.056,-174.691)	(-415.195,38.9155)	(-400.747,110.473)	(-415.203,38.8434)	(-382.999,-174.823)	(-123.001,-409.722)	(331.702,-285.277)	(343.857,290.853)	(-317.159,342.212)	(-294.126,-387.155)	(458.801,-220.25)	(181.751,501.625)	(-485.113,274.163)	(-520.992,-243.78)
(-319.04,340.537)	(-291.606,-389.155)	(460.53,-216.853)	(177.859,503.149)	(-487.247,270.626)	(-519.62,-246.969)	(-413.582,-409.654)	(-520.869,-244.069)	(-484.376,275.37)	(184.26,500.624)	(457.191,-223.358)	(-297.157,-384.713)	(-314.165,344.84)	(346.275,287.842)	(329.3,-287.939)	(-126.038,-408.735)	(-384.072,-172.331)	(-414.957,40.9901)	(-400.305,111.958)	(-415.095,39.7968)	(-383.128,-174.525)	(-122.668,-409.829)	(332.406,-284.489)	(342.729,292.239)
(-399.752,113.79)	(-414.814,42.1954)	(-384.251,-171.911)	(-125.707,-408.844)	(330.104,-287.053)	(344.98,289.462)	(-316.391,342.891)	(-294.192,-387.103)	(459.275,-219.326)	(179.609,502.468)	(-486.956,271.113)	(-519.197,-247.944)	(-411.756,-411.623)	(-519.341,-247.612)	(-486.629,271.657)	(180.342,502.181)	(458.893,-220.07)	(-294.827,-386.594)	(-315.832,343.382)	(345.384,288.958)	(329.747,-287.446)	(-126.092,-408.717)	(-384.358,-171.659)	(-414.798,42.3319)
(-400.955,-268.018)	(-450.197,-165.146)	(-473.958,-51.6586)	(-470.569,58.3215)	(-446.597,152.457)	(-413.625,223.388)	(-383.821,269.239)	(-366.578,291.257)	(-366.791,291)	(-384.421,268.423)	(-414.407,222.011)	(-447.314,150.492)	(-470.92,55.903)	(-473.722,-54.3441)	(-449.308,-167.737)	(-399.544,-270.23)	(-334.481,-351.042)	(-268.631,-406.202)	(-216.231,-438.052)	(-187.614,-451.907)	(-187.966,-451.751)	(-217.197,-437.544)	(-270.076,-405.191)	(-336.077,-349.437)
(-241.837,-349.796)	(-106.54,-414.646)	(165.147,-400.771)	(425.167,-118.525)	(292.652,344.393)	(-268.626,379.796)	(-426.253,-222.943)	(186.196,-463.018)	(506.557,109.429)	(80.9247,530.53)	(-365.801,412.535)	(-510.733,227.134)	(-486.872,271.252)	(-247.948,487.534)	(270.21,456.653)	(495.506,-127.462)	(-58.6333,-489.184)	(-475.253,8.86318)	(-67.3359,455.404)	(402.752,196.252)	(359.104,-251.428)	(60.0285,-427.151)	(-168.545,-392.174)	(-259.454,-336.41)
(-419.236,-236.63)	(194.144,-459.982)	(506.594,109.229)	(91.0586,528.572)	(-349.704,425.423)	(-497.392,252.953)	(-468.724,299.521)	(-217.302,500.813)	(294.512,440.341)	(488.751,-149.204)	(-73.7507,-486.743)	(-474.859,16.6825)	(-66.5316,455.504)	(400.41,201.245)	(365.512,-242.419)	(75.6605,-424.971)	(-150.427,-399.874)	(-241.325,-350.163)	(-221.155,-363.776)	(-81.0262,-420.889)	(189.619,-390.368)	(431.881,-93.5816)	(274.407,359.738)	(-285.312,368.01)
(-65.482,455.632)	(402.527,196.739)	(360.697,-249.234)	(64.6263,-426.57)	(-162.795,-394.725)	(-253.426,-341.153)	(-234.676,-354.837)	(-97.3269,-417.092)	(174.389,-397.05)	(427.94,-108.912)	(285.405,350.685)	(-275.76,374.891)	(-423.072,-229.28)	(190.68,-461.324)	(506.239,111.115)	(82.936,530.158)	(-361.094,416.407)	(-506.434,235.819)	(-480.586,281.473)	(-236.5,492.755)	(279.958,450.343)	(492.773,-136.675)	(-65.6522,-488.11)	(-475.045,13.308)
(-472.248,294.316)	(-224.311,497.971)	(288.11,444.828)	(491.01,-142.304)	(-67.6546,-487.785)	(-475.117,11.8574)	(-69.8701,455.079)	(399.596,202.943)	(365.763,-242.056)	(74.7477,-425.115)	(-152.462,-399.058)	(-244.037,-348.202)	(-224.833,-361.417)	(-86.1468,-419.768)	(184.21,-392.821)	(430.347,-99.8245)	(279.587,355.547)	(-279.994,371.886)	(-422.07,-231.231)	(189.373,-461.823)	(507.231,105.748)	(92.3731,528.303)	(-350.755,424.611)	(-499.337,249.387)
(-163.167,-394.563)	(36.0217,-429.373)	(324.332,-293.306)	(430.744,116.665)	(45.5628,455.598)	(-449.331,144.814)	(-209.694,-441.421)	(422.519,-280.303)	(395.089,346.885)	(-110.716,531.086)	(-427.73,352.254)	(-492.08,262.392)	(-384.803,395.984)	(-0.494632,539.134)	(469.937,226.57)	(314.756,-392.224)	(-335.26,-350.26)	(-381.172,272.802)	(169.261,422.434)	(443.925,10.8834)	(262.699,-347.541)	(-19.6447,-429.358)	(-188.551,-382.488)	(-231.328,-357.12)
(-212.598,-439.94)	(410.657,-296.494)	(418.1,316.984)	(-57.2129,537.822)	(-381.883,398.627)	(-454.49,319.347)	(-336.804,435.065)	(47.559,535.573)	(481.674,198.134)	(304.413,-399.879)	(-332.75,-352.765)	(-391.487,258.514)	(142.102,432.99)	(442.136,49.0019)	(297.599,-319.383)	(29.6985,-429.734)	(-141.187,-403.429)	(-186.312,-383.636)	(-115.53,-412.047)	(82.9475,-423.756)	(351.447,-261.598)	(421.285,149.334)	(21.6789,457.882)	(-452.997,133.852)
(171.717,421.38)	(443.928,9.06574)	(261.93,-348.098)	(-19.7354,-429.352)	(-187.894,-382.827)	(-230.06,-357.972)	(-161.093,-395.461)	(38.9376,-429.175)	(326.718,-290.751)	(429.772,120.499)	(41.3264,456.095)	(-450.751,140.674)	(-205.916,-443.312)	(424.651,-277.245)	(393.293,349.042)	(-112.126,530.835)	(-427.538,352.473)	(-491.038,264.196)	(-382.155,398.383)	(4.00372,538.983)	(471.889,222.156)	(311.029,-395.029)	(-338.19,-347.29)	(-379.074,275.575)
(-355.152,421.171)	(35.0049,536.921)	(480.949,200.04)	(298.447,-404.112)	(-343.128,-342.165)	(-379.469,275.056)	(164.806,424.304)	(443.729,22.412)	(276.439,-337.156)	(2.24502,-430.223)	(-165.484,-393.545)	(-207.415,-372.129)	(-135.419,-405.524)	(66.199,-426.36)	(343.891,-271.063)	(423.264,143.212)	(21.6327,457.885)	(-455.155,126.947)	(-199.241,-446.554)	(423.964,-278.236)	(400.338,340.445)	(-91.078,534.187)	(-407.112,374.467)	(-472.464,293.993)
(-268.847,-328.656)	(-224.401,-361.697)	(-53.6086,-425.789)	(241.909,-361.722)	(443.742,-3.7478)	(171.572,421.442)	(-387.683,263.916)	(-316.692,-367.965)	(346.051,-366.385)	(445.146,275.021)	(-65.0526,537.172)	(-432.168,347.141)	(-520.12,206.716)	(-457.747,314.969)	(-138.128,525.512)	(390.489,352.362)	(415.749,-289.707)	(-233.201,-428.711)	(-435.366,180.26)	(90.8683,447.741)	(440.187,66.6906)	(285.685,-329.67)	(-17.0341,-429.519)	(-208.61,-371.431)
(-386.455,265.626)	(-319.502,-365.404)	(341.95,-370.018)	(448.587,268.987)	(-57.1766,537.825)	(-426.924,353.169)	(-517.297,213.087)	(-454.789,318.948)	(-135.767,526.05)	(390.421,352.442)	(417.095,-287.875)	(-229.768,-430.672)	(-437.419,175.538)	(85.0888,449.006)	(439.325,72.9518)	(290.587,-325.528)	(-10.7921,-429.842)	(-203.542,-374.358)	(-264.828,-332.029)	(-220.653,-364.094)	(-50.1748,-426.274)	(243.853,-360.47)	(443.769,-2.75865)	(172.022,421.247)
(-442.943,162.074)	(66.7089,452.514)	(435.721,94.193)	(307.798,-309.955)	(13.0452,-430.239)	(-182.768,-385.42)	(-247.241,-345.842)	(-203.185,-374.561)	(-32.7304,-428.306)	(255.443,-352.691)	(443.922,6.78641)	(168.05,422.948)	(-385.463,266.996)	(-325.629,-359.676)	(330.149,-380.043)	(459.121,249.252)	(-29.2449,539.213)	(-405.919,375.68)	(-504.446,239.712)	(-439.868,337.96)	(-120.17,529.329)	(394.802,347.232)	(418.111,-286.478)	(-221.971,-434.99)
(-505.444,237.767)	(-439.229,338.738)	(-116.368,530.057)	(398.592,342.611)	(413.827,-292.298)	(-228.737,-431.253)	(-440.088,169.181)	(73.7675,451.259)	(436.895,87.9227)	(303.888,-313.641)	(8.8337,-430.265)	(-185.392,-384.104)	(-248.505,-344.898)	(-203.326,-374.481)	(-31.4525,-428.426)	(257.685,-351.124)	(443.924,10.9454)	(162.964,425.061)	(-389.369,261.542)	(-320.042,-364.907)	(336.421,-374.793)	(455.421,256.418)	(-36.3106,538.999)	(-409.452,372.065)
(-228.817,-358.801)	(-229.305,-358.477)	(-114.535,-412.345)	(134.654,-411.355)	(405.58,-171.22)	(347.156,286.732)	(-179.47,426.726)	(-465.212,-110.608)	(57.9681,-492.256)	(513.841,-25.6051)	(201.366,493.398)	(-283.143,469.416)	(-482.516,278.387)	(-483.219,277.253)	(-286.374,467.588)	(196.372,495.58)	(514.291,-19.2819)	(64.5641,-491.605)	(-463.845,-116.832)	(-184.844,424.567)	(344.056,290.607)	(407.195,-167.557)	(137.41,-410.502)	(-112.841,-412.846)
(-461.181,-127.964)	(-209.683,413.545)	(317.672,320.424)	(424.377,-121.123)	(190.083,-390.154)	(-53.3788,-425.822)	(-174.074,-389.625)	(-174.968,-389.204)	(-56.3096,-425.387)	(185.67,-392.168)	(422.362,-127.506)	(323.388,314.401)	(-200.918,417.634)	(-463.663,-117.632)	(46.3377,-493.187)	(510.305,-57.9386)	(249.141,469.297)	(-218.893,500.178)	(-434.703,344.161)	(-436.111,342.489)	(-224.546,497.873)	(241.303,473.671)	(511.671,-47.5141)	(57.3149,-492.316)
(-177.432,427.524)	(-466.044,-106.616)	(52.0334,-492.765)	(513.193,-33.2252)	(209.434,489.743)	(-275.082,473.852)	(-478.057,285.451)	(-479.878,282.595)	(-283.358,469.295)	(196.804,495.394)	(514.429,-17.0945)	(68.8316,-491.137)	(-462.528,-122.482)	(-191.096,421.955)	(339.421,296.242)	(410.106,-160.713)	(144.318,-408.275)	(-106.298,-414.713)	(-223.706,-362.146)	(-224.969,-361.329)	(-110.629,-413.49)	(137.289,-410.539)	(406.095,-170.063)	(347.399,286.425)
(-448.546,327.11)	(-452.436,322.061)	(-248.965,487.055)	(219.981,484.719)	(513.615,-28.4193)	(70.6365,-490.928)	(-459.312,-135.147)	(-211.247,412.793)	(320.052,317.944)	(421.957,-128.748)	(179.204,-395.013)	(-68.3493,-423.383)	(-189.978,-381.747)	(-192.523,-380.409)	(-76.7872,-421.767)	(166.152,-400.378)	(415.521,-147.036)	(336.204,300.046)	(-185.602,424.256)	(-466.359,-105.057)	(38.7265,-493.648)	(510.17,-58.8845)	(243.153,472.654)	(-232.733,494.404)
(491.092,171.04)	(334.775,-376.187)	(-260,-412.085)	(-452.07,136.709)	(-21.6121,458.836)	(388.026,225.326)	(409.723,-161.63)	(216.549,-376.782)	(44.4354,-428.748)	(-18.9881,-429.4)	(36.384,-429.349)	(202.405,-384.209)	(400.082,-183.07)	(401.838,198.219)	(14.7706,458.308)	(-437.644,175.012)	(-295.018,-386.44)	(300.787,-402.467)	(501.396,133.791)	(175.695,503.982)	(-167.922,517.76)	(-287.284,467.067)	(-183.508,512.978)	(147.65,513.818)
(-211.973,412.441)	(162.203,425.371)	(390.66,220.493)	(443.84,0.288304)	(419.979,-134.649)	(404.509,-173.602)	(424.012,-122.306)	(443.613,25.8631)	(371.61,252.673)	(116.92,441.05)	(-261.198,384.7)	(-475.17,10.7388)	(-275.529,-401.302)	(177.32,-466.228)	(480.484,-172.049)	(490.231,173.73)	(375.983,368.701)	(323.592,418.086)	(390.63,352.198)	(501.29,134.235)	(457.953,-221.893)	(117.188,-483.188)	(-325.361,-359.932)	(-468.204,72.7761)
(-402.735,241.527)	(-435.155,-203.831)	(-70.7933,-487.258)	(355.927,-357.3)	(515.219,1.25918)	(438.368,286.392)	(336.865,406.81)	(340.979,403.159)	(446.384,272.871)	(514.073,-22.4881)	(334.21,-376.664)	(-101.651,-480.956)	(-446.851,-174.662)	(-386.313,265.823)	(-31.1284,458.499)	(293.88,343.299)	(432.256,110.389)	(435.809,-75.3971)	(408.504,-164.518)	(409.748,-161.572)	(437.515,-66.0706)	(428.469,125.429)	(277.925,356.905)	(-56.7738,456.604)
(402.996,-176.905)	(441.243,-39.6484)	(404.957,191.399)	(183.132,416.251)	(-201.633,417.309)	(-468.481,71.2225)	(-313.797,-370.562)	(146.405,-475.963)	(476.295,-182.477)	(486.08,186.054)	(349.456,395.389)	(275.94,452.98)	(338.87,405.041)	(476.652,210.888)	(488.71,-149.325)	(184.816,-463.53)	(-281.46,-396.942)	(-473.763,31.4298)	(-234.011,400.993)	(154.904,428.263)	(394.603,212.982)	(442.742,-23.3295)	(406.417,-169.334)	(381.848,-217.003)
(383.111,-214.867)	(390.155,-202.419)	(430.939,-97.4633)	(432.596,108.924)	(278.295,356.604)	(-73.7156,454.558)	(-420.284,211.3)	(-411.587,-250.429)	(-3.65285,-494.071)	(408.878,-298.811)	(510.468,85.398)	(390.425,352.438)	(281.329,449.43)	(301.854,435.018)	(432.967,295.009)	(514.078,-22.4114)	(315.739,-391.475)	(-143.305,-469.091)	(-463.331,-119.073)	(-342.848,317.66)	(41.5141,456.074)	(344.583,289.954)	(442.834,40.2864)	(418.76,-138.154)
(476.102,212.228)	(418.009,-286.618)	(-93.3573,-482.852)	(-470.284,-82.7432)	(-253.568,389.529)	(211.616,401.741)	(437.991,81.5658)	(381.906,-216.906)	(240.017,-362.927)	(154.153,-404.881)	(169.278,-399.138)	(279.245,-334.928)	(416.02,-145.707)	(407.857,184.773)	(87.4746,448.493)	(-368.559,288.861)	(-417.463,-239.924)	(75.4467,-490.337)	(490.132,-145.025)	(410.435,327.445)	(109.265,524.541)	(-72.424,536.455)	(-40.9853,538.806)	(193.825,496.67)
(-449.923,-165.952)	(-427.957,-219.448)	(-403.481,-263.989)	(-380.899,-297.228)	(-364.521,-318.083)	(-357.441,-326.415)	(-361.031,-322.238)	(-374.593,-305.538)	(-395.546,-276.359)	(-419.884,-235.408)	(-443.147,-184.514)	(-461.398,-127.102)	(-472.32,-67.7003)	(-475.676,-11.3316)	(-473.182,37.4564)	(-467.774,75.1387)	(-462.599,99.5447)	(-460.112,109.447)	(-461.388,104.478)	(-465.883,84.8147)	(-471.546,51.3502)	(-475.369,5.89998)	(-474.225,-48.3937)	(-465.896,-107.338)
(315.759,424.398)	(-69.2069,536.781)	(-267.395,477.921)	(-238.838,491.715)	(20.0774,538.138)	(408.267,330.307)	(462.015,-213.884)	(-61.1178,-488.816)	(-472.379,-67.2013)	(-202.587,416.873)	(287.84,348.601)	(441.309,-39.044)	(291.04,-325.139)	(96.224,-421.209)	(-6.3203,-430.017)	(9.11352,-430.265)	(140.607,-409.487)	(343.714,-271.279)	(440.555,63.7929)	(180.65,417.399)	(-325.144,334.975)	(-426.893,-221.638)	(104.093,-485.825)	(509.339,-64.4659)
(-324.074,-361.149)	(-345.485,-339.665)	(-376.451,-303.128)	(-410.825,-251.749)	(-441.925,-187.627)	(-464.168,-115.398)	(-474.718,-41.4318)	(-474.106,27.4209)	(-465.764,85.3871)	(-454.669,128.536)	(-445.688,154.907)	(-442.309,163.682)	(-445.753,154.734)	(-454.771,128.204)	(-465.87,84.876)	(-474.16,26.7585)	(-474.671,-42.1602)	(-464.001,-116.139)	(-441.652,-188.314)	(-410.496,-252.314)	(-376.113,-303.568)	(-345.201,-339.969)	(-323.922,-361.293)	(-316.388,-368.239)
(-34.8331,-492.06)	(-77.8487,-485.998)	(-158.838,-463.626)	(-263.181,-409.949)	(-367.318,-314.684)	(-444.389,-181.283)	(-475.368,-28.3513)	(-457.722,118.206)	(-405.42,237.223)	(-340.905,319.652)	(-285.476,367.889)	(-253.89,389.33)	(-253.176,389.772)	(-283.497,369.346)	(-338.108,322.478)	(-402.661,241.644)	(-455.989,124.173)	(-475.564,-21.5449)	(-446.823,-174.739)	(-371.485,-309.501)	(-268.013,-406.633)	(-163.087,-462.029)	(-80.705,-485.457)	(-35.8205,-491.964)
(-423.976,-227.503)	(-348.746,-336.148)	(-260.277,-411.9)	(-179.461,-455.445)	(-123.293,-475.287)	(-101.675,-480.95)	(-117.992,-476.773)	(-169.721,-459.443)	(-247.914,-419.881)	(-336.521,-348.988)	(-414.887,-244.605)	(-464.083,-115.776)	(-474.679,19.5872)	(-450.309,141.975)	(-404.986,237.926)	(-356.484,302.983)	(-320.102,339.583)	(-305.637,352.086)	(-316.573,342.73)	(-350.291,309.804)	(-397.908,249.013)	(-444.769,157.347)	(-473.115,38.1031)	(-467.987,-96.5329)
(284.299,-413.644)	(420.632,-282.97)	(471.728,-193.151)	(473.972,-187.991)	(429.803,-269.653)	(304.912,-399.518)	(74.4459,-490.464)	(-212.492,-439.994)	(-429.034,-217.204)	(-465.095,88.5578)	(-323.031,336.923)	(-101.554,449.8)	(96.9522,446.324)	(225.605,393.656)	(285.007,351.023)	(287.96,348.498)	(235.438,387.565)	(115.092,441.573)	(-76.7792,454.12)	(-299.998,356.687)	(-456.768,121.528)	(-443.139,-184.536)	(-242.866,-422.99)	(43.2946,-493.385)
(243.624,-360.618)	(353.64,-258.748)	(442.744,-23.2969)	(333.841,302.787)	(-59.6595,456.301)	(-443.306,161.146)	(-333.912,-351.61)	(191.635,-460.957)	(510.043,-59.7688)	(383.412,360.505)	(120.372,521.753)	(-4.94337,539.246)	(74.7269,531.629)	(321.41,419.869)	(513.922,53.0929)	(303.449,-400.572)	(-230.587,-430.207)	(-472.794,41.0892)	(-167.58,431.229)	(265.755,366.465)	(442.127,49.1048)	(381.34,-217.854)	(264.221,-346.432)	(207.12,-381.807)
(-199.099,-446.622)	(351.046,-361.85)	(500.606,137.075)	(235.795,476.642)	(-35.2452,539.037)	(-109.39,531.319)	(35.0265,536.919)	(341.295,402.875)	(513.41,-30.8226)	(190.938,-461.225)	(-352.639,-331.854)	(-423.156,205.816)	(6.12681,458.695)	(379.654,239.821)	(428.334,-107.477)	(292.891,-323.538)	(164.9,-400.867)	(128.76,-413.112)	(198.434,-386.178)	(343.329,-271.748)	(443.776,-2.52588)	(292.114,344.869)	(-154.926,435.619)	(-473.795,31.0704)
(206.487,-382.134)	(227.013,-370.848)	(329.466,-287.756)	(435.355,-77.6996)	(375.74,246.195)	(23.7151,457.736)	(-401.211,243.924)	(-395.651,-276.2)	(99.6204,-486.643)	(490.838,-142.84)	(423.774,308.878)	(155.448,511.258)	(-3.25753,539.208)	(41.2355,536.289)	(269.384,457.174)	(500.567,137.233)	(376.002,-337.237)	(-140.403,-470.048)	(-473.867,-52.7189)	(-243.525,395.576)	(206.582,404.492)	(433.952,102.83)	(398.851,-185.601)	(278.68,-335.38)
(-438.787,-195.345)	(-333.415,327.113)	(136.926,434.779)	(424.412,139.516)	(399.004,-185.289)	(249.95,-356.445)	(142.684,-408.813)	(135.952,-410.955)	(232.203,-367.762)	(382.648,-215.653)	(435.789,93.8429)	(190.685,412.647)	(-282.134,370.34)	(-461.636,-126.146)	(-41.7938,-491.34)	(448.909,-238.577)	(451.412,263.89)	(145.675,514.446)	(-79.7376,535.644)	(-93.4915,533.846)	(107.892,524.868)	(420.574,313.489)	(479.121,-175.516)	(32.497,-493.937)
(321.553,419.753)	(35.5596,536.867)	(-81.1798,535.472)	(17.8445,538.284)	(295.654,439.525)	(513.418,59.2888)	(288.768,-410.708)	(-262.65,-410.308)	(-464.057,93.2753)	(-106.643,448.739)	(317.885,320.203)	(442.76,-23.0782)	(339.854,-275.909)	(206.848,-381.947)	(151.197,-405.929)	(198.545,-386.123)	(327.681,-289.707)	(439.981,-49.9581)	(341.112,294.207)	(-65.6906,455.607)	(-451.642,138.008)	(-301.715,-380.964)	(247.595,-435.322)	(515.377,16.578)
(-154.229,435.849)	(268.179,364.614)	(441.4,56.4761)	(389.772,-203.122)	(284.323,-330.799)	(235.6,-365.688)	(275.074,-338.226)	(377.982,-223.375)	(443.735,22.2163)	(301.86,335.995)	(-103.488,449.403)	(-456.236,123.342)	(-310.151,-373.774)	(211.739,-452.699)	(511.101,-52.0628)	(389.038,354.06)	(144.817,514.716)	(35.1869,536.903)	(123.779,520.847)	(361.605,383.637)	(515.212,0.987382)	(265.212,-425.441)	(-261.409,-411.143)	(-469.327,66.2621)
(-390.488,259.948)	(-411.026,-251.401)	(61.8453,-491.884)	(475.211,-185.072)	(449.298,267.716)	(199.236,494.336)	(36.539,536.772)	(68.8988,532.595)	(280.39,450.056)	(500.085,139.19)	(386.461,-325.837)	(-115.285,-477.507)	(-469.716,-86.3925)	(-276.166,374.606)	(169.522,422.323)	(423.418,142.722)	(414.627,-149.388)	(305.943,-311.715)	(233.744,-366.826)	(248.337,-357.524)	(341.229,-274.275)	(437.138,-68.2305)	(375.458,246.645)	(32.8944,456.966)
(-317.862,448.202)	(-137.17,525.732)	(257.806,464.257)	(515.179,-0.241334)	(156.292,-473.089)	(-407.653,-257.136)	(-343.763,316.714)	(169.849,422.183)	(440.772,62.0101)	(334.392,-282.245)	(115.822,-416.653)	(-26.6823,-428.842)	(-50.4438,-426.237)	(45.7044,-428.639)	(246.371,-358.825)	(431.102,-96.8031)	(329.83,307.339)	(-150.267,437.133)	(-475.634,-17.5524)	(-99.6779,-481.421)	(450.757,-235.285)	(411.06,326.612)	(2.16674,539.05)	(-275.086,473.85)
