318	4
59	102	124	2000
58	100	123	2000
60	99	125	2000
100	74	123	2000
102	76	124	2000
99	75	125	2000
97	54	126	2000
95	55	127	2000
98	56	128	2000
70	97	126	2000
71	95	127	2000
72	98	128	2000
81	50	179	2000
51	83	180	2000
84	47	118	2000
49	80	125	2000
79	48	128	2000
46	82	121	2000
47	84	124	2000
82	46	127	2000
85	51	94	2000
82	55	175	2000
59	84	177	2000
48	79	115	2000
80	49	114	2000
53	84	118	2000
117	78	118	2000
47	117	118	2000
82	52	121	2000
84	59	124	2000
55	82	127	2000
52	82	119	2000
84	53	120	2000
69	113	121	2000
113	46	121	2000
39	40	89	2000
12	13	86	2000
30	31	88	2000
21	22	87	2000
4	32	90	2000
1	5	92	2000
3	23	91	2000
2	14	93	2000
50	81	158	2000
83	51	159	2000
94	51	104	2000
41	104	142	2000
50	114	179	2000
115	51	180	2000
89	40	139	2000
86	13	137	2000
88	31	138	2000
87	22	136	2000
4	90	138	2000
1	92	139	2000
2	93	137	2000
3	91	136	2000
116	41	142	2000
87	62	105	2000
86	63	106	2000
88	64	107	2000
89	65	108	2000
54	87	105	2000
55	86	106	2000
56	88	107	2000
57	89	108	2000
62	91	109	2000
63	93	111	2000
64	90	110	2000
65	92	112	2000
91	58	109	2000
90	59	110	2000
93	60	111	2000
92	61	112	2000
47	143	172	2000
44	149	173	2000
148	43	174	2000
42	158	176	2000
159	42	178	2000
117	47	172	2000
41	103	122	2000
146	46	171	2000
103	41	116	2000
66	103	116	2000
122	103	147	2000
121	52	140	2000
105	42	176	2000
55	106	175	2000
42	109	178	2000
110	59	177	2000
46	113	171	2000
107	44	173	2000
43	111	174	2000
108	65	112	2000
107	64	110	2000
106	63	111	2000
105	62	109	2000
45	108	112	2000
43	106	111	2000
44	107	110	2000
42	105	109	2000
50	94	122	2000
58	91	155	2000
59	90	157	2000
60	93	154	2000
61	92	156	2000
50	85	94	2000
87	54	151	2000
86	55	150	2000
88	56	152	2000
89	57	153	2000
69	121	140	2000
50	122	161	2000
65	89	139	2000
63	86	137	2000
64	88	138	2000
62	87	136	2000
90	64	138	2000
92	65	139	2000
93	63	137	2000
91	62	136	2000
100	58	155	2000
102	59	157	2000
99	60	154	2000
101	61	156	2000
79	149	162	2000
148	80	161	2000
54	97	151	2000
55	95	150	2000
56	98	152	2000
57	96	153	2000
85	50	158	2000
51	85	159	2000
24	25	100	2000
15	16	99	2000
33	34	102	2000
6	7	101	2000
19	20	97	2000
10	11	95	2000
28	29	98	2000
37	38	96	2000
41	94	104	2000
112	61	135	2000
61	113	135	2000
80	148	174	2000
149	79	173	2000
158	81	176	2000
83	159	178	2000
115	79	162	2000
80	114	161	2000
143	73	172	2000
125	80	174	2000
79	128	173	2000
57	108	141	2000
117	57	141	2000
66	134	160	2000
94	41	122	2000
100	25	168	2000
102	34	169	2000
99	16	167	2000
101	7	170	2000
77	146	171	2000
19	97	165	2000
28	98	166	2000
10	95	163	2000
37	96	164	2000
52	103	140	2000
149	67	162	2000
68	148	161	2000
133	45	135	2000
53	118	134	2000
118	78	134	2000
122	68	161	2000
12	86	150	2000
30	88	152	2000
39	89	153	2000
21	87	151	2000
92	5	156	2000
91	23	155	2000
93	14	154	2000
90	32	157	2000
123	83	178	2000
81	126	176	2000
158	42	159	2000
85	158	159	2000
108	45	141	2000
61	101	171	2000
101	77	171	2000
26	27	130	2000
17	18	129	2000
35	36	132	2000
8	9	131	2000
67	120	142	2000
120	53	142	2000
119	82	175	2000
84	120	177	2000
74	100	168	2000
76	102	169	2000
75	99	167	2000
77	101	170	2000
97	70	165	2000
98	72	166	2000
95	71	163	2000
96	73	164	2000
104	67	142	2000
69	133	135	2000
70	126	145	2000
71	127	146	2000
72	128	144	2000
128	48	144	2000
127	46	146	2000
126	49	145	2000
83	123	180	2000
96	57	172	2000
73	96	172	2000
67	104	162	2000
104	51	162	2000
126	81	179	2000
45	112	135	2000
49	125	145	2000
48	123	144	2000
47	124	143	2000
125	75	145	2000
123	74	144	2000
124	76	143	2000
131	71	146	2000
129	70	145	2000
132	73	143	2000
130	72	144	2000
77	131	146	2000
76	132	143	2000
75	129	145	2000
74	130	144	2000
103	52	147	2000
66	116	134	2000
116	53	134	2000
119	68	147	2000
52	119	147	2000
103	66	140	2000
134	78	160	2000
141	45	160	2000
119	43	148	2000
44	120	149	2000
68	119	148	2000
120	67	149	2000
58	123	178	2000
60	125	174	2000
43	119	175	2000
120	44	177	2000
128	56	173	2000
126	54	176	2000
113	69	135	2000
22	3	136	2000
13	2	137	2000
31	4	138	2000
40	1	139	2000
96	38	153	2000
95	11	150	2000
98	29	152	2000
97	20	151	2000
133	66	160	2000
15	99	154	2000
24	100	155	2000
6	101	156	2000
33	102	157	2000
38	39	153	2000
11	12	150	2000
29	30	152	2000
20	21	151	2000
14	15	154	2000
5	6	156	2000
23	24	155	2000
32	33	157	2000
78	117	141	2000
53	116	142	2000
123	48	180	2000
49	126	179	2000
132	36	164	2000
130	27	166	2000
131	9	163	2000
129	18	165	2000
70	129	165	2000
73	132	164	2000
72	130	166	2000
71	131	163	2000
129	75	167	2000
130	74	168	2000
131	77	170	2000
132	76	169	2000
17	129	167	2000
26	130	168	2000
8	131	170	2000
35	132	169	2000
113	61	171	2000
56	107	173	2000
111	60	174	2000
66	133	140	2000
9	10	163	2000
27	28	166	2000
18	19	165	2000
36	37	164	2000
114	50	161	2000
51	115	162	2000
16	17	167	2000
25	26	168	2000
7	8	170	2000
34	35	169	2000
106	43	175	2000
54	105	176	2000
44	110	177	2000
109	58	178	2000
68	122	147	2000
57	117	172	2000
114	49	179	2000
48	115	180	2000
133	69	140	2000
78	141	160	2000
45	133	160	2000
