1620
(-0.00671828,-0.0707117)
(-0.0177563,-0.0165205)
(0.0145126,0.0466504)
(0.012609,-0.106081)
(-0.0495144,0.00951973)
(0.0179954,0.0810813)
(0.0056452,-0.0233694)
(0.0104391,0.0201107)
(0.0910447,0.0568025)
(-0.0279866,0.00492754)
(-0.0430693,0.0519455)
(-0.0261878,0.0236317)
(-0.0103444,0.00224903)
(-0.0311975,0.0164738)
(0.0213778,0.0479117)
(-0.0155244,-0.0222011)
(-0.0257172,-0.0599561)
(0.010069,0.0250683)
(0.0507599,-0.0169611)
(0.000320257,-0.00081835)
(-0.00531505,-0.00553824)
(-0.00441103,0.0238528)
(-0.0537293,0.0158451)
(0.0124669,-0.0760721)
(0.0355218,0.0274307)
(0.0366377,-0.00122172)
(0.0245528,0.0173632)
(0.0213907,-0.0520237)
(0.00879913,-0.0469462)
(-7.82274e-05,-0.0474078)
(0.0281038,-0.00118741)
(0.0492804,-0.000361794)
(0.0402725,0.10018)
(-0.0601939,0.032548)
(0.0362271,0.0420263)
(0.00647612,0.0474556)
(0.0487759,0.0068372)
(-0.0516961,-0.00605706)
(-0.0588419,-0.00849388)
(-0.0193321,-0.0359695)
(0.00869782,-0.0116107)
(0.0693949,-0.0305852)
(0.0703853,0.0182073)
(0.0891437,-0.0473921)
(-0.0113172,0.118772)
(0.189616,-0.0456609)
(0.130417,-0.0550899)
(-0.00361112,0.053796)
(0.0279777,-0.036791)
(-0.013532,0.0378058)
(0.0695286,-0.00298706)
(0.028055,-0.0143041)
(0.0194194,-0.00966694)
(0.0304003,-0.010096)
(-0.0102569,0.034031)
(-0.0165503,0.0284999)
(0.0135315,-0.027693)
(-0.0233656,0.00932082)
(-2.42604e-05,-0.0193271)
(0.0578312,0.000407479)
(-0.0177717,-0.00648892)
(0.226361,-0.0723081)
(-0.0029796,0.00586143)
(0.40727,-0.124336)
(-0.0168157,-0.00275508)
(0.00396848,0.043486)
(0.00215282,-0.0449461)
(-0.000905861,-0.0571427)
(0.0105748,0.0624687)
(-0.0231262,-0.0115309)
(0.0144947,0.0468483)
(0.0453926,0.0152125)
(0.0185474,0.00977976)
(-0.0222405,0.00395098)
(-0.0117355,0.00350489)
(-0.0495061,0.0434002)
(0.0209062,-0.0248317)
(0.0496244,-0.0387993)
(-0.0222011,-0.0058471)
(0.100793,-0.0488721)
(0.0191126,-0.0120996)
(-0.0115212,0.0248887)
(0.000725229,-0.0548328)
(-0.0128227,-0.0026711)
(-0.0248055,0.00738324)
(-0.0221519,0.00406944)
(0.000417675,0.00304778)
(-0.0348706,0.019161)
(0.0798792,0.00611271)
(0.0150131,-0.00609653)
(-0.0839829,0.00781075)
(-0.0136445,0.0313247)
(0.434758,-0.0423442)
(0.0457043,0.0709568)
(0.0387521,0.0337613)
(0.542647,-0.00400748)
(-0.0220305,0.0262533)
(0.425191,-0.0868483)
(-0.0223717,-0.0730741)
(-0.0162019,-0.0655202)
(0.0650903,0.00537834)
(-0.0211863,0.00071881)
(0.0252843,-0.0289741)
(-0.00369387,-0.0113072)
(-0.00723124,-0.039754)
(0.416927,-0.0689267)
(0.00885892,0.0425342)
(-0.0344721,-0.0317891)
(0.0184107,0.0306263)
(0.0159149,0.0295136)
(0.00525474,0.0376573)
(0.692677,-0.240263)
(0.381593,-0.041447)
(-0.0357512,-0.0038316)
(0.437622,-0.0871748)
(-0.00351556,0.0615195)
(0.0135435,0.0389769)
(0.545515,-0.166902)
(-0.00132744,-0.0126406)
(0.595481,-0.0861276)
(0.415753,-0.104779)
(0.0126022,0.0239949)
(0.301073,-0.079488)
(0.330013,-0.123652)
(0.189787,-0.0696523)
(0.0132916,-0.0255595)
(0.0698881,0.00930997)
(0.0456948,0.0564091)
(0.307467,-0.158516)
(0.0215905,0.0385147)
(0.0371475,0.0291448)
(0.00298122,-0.0448479)
(-0.0561901,-0.00210835)
(-0.0115891,0.0298866)
(0.0157105,0.0329267)
(0.000817306,-0.0306805)
(-0.0144289,0.0484436)
(-0.0135934,0.024142)
(0.450495,-0.0703003)
(-0.00462158,0.0480496)
(0.00228855,0.0713071)
(-0.0034005,0.0373331)
(-0.0259005,0.0166385)
(0.0317155,-0.0661787)
(0.0680819,-0.0414397)
(0.0352589,-0.0404716)
(-0.00326139,-0.0361304)
(0.437952,-0.181542)
(0.421927,-0.168872)
(-0.0244427,0.0393221)
(0.481103,-0.124975)
(0.189799,-0.102594)
(0.59057,0.0625003)
(0.502634,-0.0785819)
(0.421285,0.0320353)
(-0.0100763,-0.025094)
(0.067248,0.0194622)
(0.417568,-0.102929)
(0.42695,-0.0358315)
(-0.0237764,-0.0138092)
(-0.0421363,0.00694371)
(0.0182214,-0.0133171)
(0.029171,-0.00229363)
(-0.0308694,-0.00847335)
(0.0308983,0.0206685)
(-0.0383864,-0.0355648)
(0.0145461,-0.016656)
(-0.00277011,-0.0208287)
(0.0129741,0.0122094)
(-0.0354612,0.02737)
(0.0201853,-0.00829404)
(0.0315183,-0.00285241)
(0.432955,-0.0894999)
(0.4834,-0.082314)
(0.478073,-0.0566324)
(0.43948,-0.0524285)
(0.0345845,-0.0441141)
(0.0663735,-0.02069)
(-0.0139646,-0.031157)
(-0.0368718,0.0283016)
(-0.0315056,-0.0244365)
(0.0334913,0.055589)
(-0.0270417,0.0308754)
(0.0341881,0.0377706)
(0.0234691,0.0330482)
(0.0502861,-0.0465784)
(0.0220155,-0.0490809)
(0.0338553,-0.0464787)
(-0.0234745,-0.0121948)
(0.370338,-0.0872018)
(0.463492,-0.0565578)
(0.412181,-0.0240339)
(0.608887,-0.0169233)
(-0.0334101,-0.0250773)
(-0.00113516,-0.0447064)
(0.0146953,0.0332095)
(-0.0185135,0.0292129)
(-0.0130997,0.0262075)
(-0.0541985,-0.0433738)
(-0.0490293,0.0532183)
(-0.017765,-0.0660943)
(-0.0223226,-0.0463103)
(-0.071061,-0.0353853)
(-0.0222816,-0.0230759)
(-0.00575547,0.00399598)
(-0.0106453,-0.0128978)
(0.55355,-0.0902251)
(0.613484,-0.0578626)
(-0.0770709,-0.00779866)
(0.453122,-0.0971738)
(-0.0360904,-0.0162245)
(0.437509,-0.0281926)
(0.413306,-0.0541047)
(-0.0421603,-0.0116494)
(0.00147386,-0.0191378)
(0.0418817,-0.0120716)
(-0.003943,0.00623357)
(0.491583,-0.034532)
(0.603076,-0.0549355)
(-0.0435169,-0.0464992)
(-0.00804715,-0.0296493)
(-0.0213718,-0.0215703)
(0.00895465,0.0777593)
(0.900386,-0.226042)
(-0.0202433,-0.0226732)
(-0.0237568,-0.0475316)
(0.589885,-0.178864)
(-0.0441558,0.0764379)
